id,timestamp,url,message_type,message_class,message_content
1,1487260935715 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
2,1487261098140 ,/service/charting/resource/image?path=/book/layout/layout9.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Filecopyerror:/book/layout/layout9.png
3,1487261126667 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
4,1487261756110 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
5,1487261771669 ,/service/resource/sharing/resource?code=275249f71b9d074e ajax GET,ERROR,[com.neusoft.chartsshow.books.controller.ResourceSharingController],�?要登录\n
6,1487261841626 ,/service/resource/sharing/resource?code=275249f71b9d074e ajax GET,ERROR,[com.neusoft.chartsshow.books.controller.ResourceSharingController],�?要登录\n
7,1487262258794 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
8,1487262701358 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
9,1487262789315 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
10,1487262972742 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
11,1487263009780 ,/service/user/binding/verifycode ajax POST,ERROR,[com.neusoft.chartsshow.security.user.controller.UserBindingsController],账号已使用\n
12,1487263018997 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
13,1487263044589 ,/service/registration/getcode ajax POST,ERROR,[com.neusoft.chartsshow.security.user.controller.RegistrationController],校验码错误，请重新输入\n
14,1487263046661 ,/service/user/binding/verifycode ajax POST,ERROR,[com.neusoft.chartsshow.security.user.controller.UserBindingsController],账号已使用\n
15,1487263065740 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
16,1487263172355 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
17,1487263515784 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
18,1487263874433 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
19,1487263942264 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
20,1487263964050 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
21,1487264260395 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
22,1487264276915 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
23,1487264510006 ,/login/cas?ticket=ST-4056-N2ePhY7BngXvL4Bqs6JD-cas01.tubiaoxiu.com GET,WARN,[org.hibernate.engine.jdbc.spi.SqlExceptionHelper],"SQLError:1406,SQLState:22001"
24,1487264510006 ,/login/cas?ticket=ST-4056-N2ePhY7BngXvL4Bqs6JD-cas01.tubiaoxiu.com GET,ERROR,[org.hibernate.engine.jdbc.spi.SqlExceptionHelper],Datatruncation:Datatoolongforcolumn'referer'atrow1
25,1487264510008 ,/login/cas?ticket=ST-4056-N2ePhY7BngXvL4Bqs6JD-cas01.tubiaoxiu.com GET,WARN,[org.hibernate.engine.jdbc.spi.SqlExceptionHelper],"SQLWarningCode:1406,SQLState:22001"
27,1487264510012 ,/login/cas?ticket=ST-4056-N2ePhY7BngXvL4Bqs6JD-cas01.tubiaoxiu.com GET,WARN,[com.neusoft.chartsshow.security.authentication.springsecurity.cas.CSCasAuthenticationSuccessHandler],Userauthenticationaccessstatsupdatefailed.
28,1487264512158 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
29,1487264678399 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
30,1487264710361 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
31,1487264889127 ,/service/charting/themedata/saveas ajax POST,ERROR,[com.neusoft.saca.dataviz.charting.controller.ChartingController],"Index:0,Size:0"
32,1487264954744 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
33,1487265058261 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
34,1487265163734 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
35,1487265319544 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
36,1487265716843 ,/service/charting/chartbookdata ajax PUT,ERROR,[com.neusoft.saca.dataviz.charting.controller.ChartingController],Accessisdenied
37,1487265998802 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
38,1487266140078 ,/service/charting/resource/image?path=/book/image/20e862b7-a8ad-4a24-982b-4c91d72219ae.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Errorfilepath:/book/image/20e862b7-a8ad-4a24-982b-4c91d72219ae.png
39,1487266140086 ,/service/charting/resource/image?path=/book/image/36ceb6de-4985-4c3a-ba55-e9d185bfbf16.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Errorfilepath:/book/image/36ceb6de-4985-4c3a-ba55-e9d185bfbf16.png
40,1487266140145 ,/service/charting/resource/image?path=/book/image/30a2a611-b179-4778-a676-fb87a5998b27.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Errorfilepath:/book/image/30a2a611-b179-4778-a676-fb87a5998b27.png
41,1487266140165 ,/service/charting/resource/image?path=/book/image/c52a11c2-145c-4284-9a17-af9f3c238022.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Errorfilepath:/book/image/c52a11c2-145c-4284-9a17-af9f3c238022.png
42,1487266140167 ,/service/charting/resource/image?path=/book/image/ffe185fe-37ae-475d-bac3-b9042d0e0f36.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Errorfilepath:/book/image/ffe185fe-37ae-475d-bac3-b9042d0e0f36.png
43,1487278006876 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
44,1487278007021 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
45,1487278030689 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
46,1487278030837 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
47,1487286488098 ,/service/activity/stgv/update_share ajax POST,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column106.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
48,1487286488099 ,/service/activity/stgv/update_share ajax POST,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column124.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
99,1487289600119 ,null,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column192.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
100,1487289600120 ,null,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column198.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
101,1487289600121 ,null,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column230.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
103,1487289627973 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
158,1487290104372 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
159,1487290122469 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
216,1487290510288 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
217,1487290510416 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
218,1487290575104 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
219,1487290575255 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
280,1487291111869 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
281,1487291211618 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
282,1487291353201 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
346,1487291811885 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
347,1487291817383 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
348,1487291939434 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
415,1487292166609 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
416,1487292166751 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
417,1487292267766 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
418,1487292267902 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
419,1487292428698 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
420,1487292428820 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
421,1487292547912 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
422,1487292572870 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
423,1487292597738 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
424,1487292597905 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
425,1487292612890 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
426,1487292633163 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
427,1487292640565 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
507,1487292947205 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
508,1487292990028 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
509,1487293020111 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
510,1487293020261 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
511,1487293022911 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
512,1487293063505 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
513,1487293168664 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
514,1487293229202 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
602,1487293303245 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
603,1487293394218 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
604,1487293575107 ,/service/resource/sharing/resource?code=275249f71b9d074e ajax GET,ERROR,[com.neusoft.chartsshow.books.controller.ResourceSharingController],�?要登录\n
605,1487293585101 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
606,1487293696445 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
607,1487293730587 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
608,1487293760898 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
609,1487293788182 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
610,1487293817368 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
611,1487293857185 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
612,1487293865806 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
708,1487294243388 ,/service/charting/resource/image?path=/book/icon/ef5daafe87d2f30f389be74aeca22b0c.png GET,ERROR,[com.neusoft.saca.dataviz.charting.controller.ResourceController],Filecopyerror:/book/icon/ef5daafe87d2f30f389be74aeca22b0c.png
709,1487294256833 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
710,1487294294425 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
711,1487294424702 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
712,1487294429783 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
798,1487294566203 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
799,1487294602339 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
800,1487294625369 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
801,1487294650190 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
802,1487294654201 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
803,1487294680284 ,/service/charting/chartbookdata/7575f007-b523-4bce-8298-de40cb34c74d ajax DELETE,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column89.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
804,1487294680308 ,/service/charting/chartbookdata/7575f007-b523-4bce-8298-de40cb34c74d ajax DELETE,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column85.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
805,1487294738061 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
806,1487294853657 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
807,1487294965032 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
808,1487294977082 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
809,1487295037772 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
810,1487295045672 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeiboResourceManager],[Weibotokencheck]Non-positiveexpirationtoken.Checkpassed.
811,1487295045834 ,/service/user/info ajax GET,WARN,[org.apache.commons.httpclient.HttpMethodBase],Goingtobufferresponsebodyoflargeorunknownsize.UsinggetResponseBodyAsStreaminsteadisrecommended.
812,1487295074547 ,/service/charting/themedata/saveas ajax POST,ERROR,[com.neusoft.saca.dataviz.charting.controller.ChartingController],"Index:0,Size:0"
901,1487295120196 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
902,1487295120341 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
903,1487295124393 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
904,1487295196940 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
905,1487295262911 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
906,1487295270197 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
907,1487295314350 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
908,1487295374891 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
909,1487295403401 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
910,1487295576480 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
911,1487295597604 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
912,1487295602780 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
1000,1487295809231 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
1001,1487295846840 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1002,1487295854536 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1003,1487295859240 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2WeixinResourceManager],[Weixintokencheck]Non-positiveexpirationtoken.Checkpassed.
1004,1487295883101 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1005,1487295894866 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1006,1487295928366 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1007,1487295986048 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1008,1487296065018 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1009,1487296073544 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1010,1487296153206 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1011,1487296158117 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1012,1487296202753 ,/service/user/info ajax GET,WARN,[com.neusoft.chartsshow.security.user.service.external.OAuth2QQResourceManager],[QQtokencheck]Non-positiveexpirationtoken.Checkpassed.
1013,1487296876960 ,/service/charting/chartbookdata/d7d7fa85-17d2-4fc7-915c-cad9783ec93c ajax GET,WARN,[org.jasig.cas.client.session.SingleSignOutHandler],FrontChannelsinglesignoutredirectsaredisabledwhenthe'casServerUrlPrefix'valueisnotset.
1014,1487296877830 ,/service/portal/articles/2/top GET,WARN,[org.hibernate.hql.internal.ast.HqlSqlWalker],"[DEPRECATION]Encounteredpositionalparameternearline1,column67.Positionalparameterareconsidereddeprecated;usenamedparametersorJPA-stylepositionalparametersinstead."
