timestamp,value
1487290245230 ,128577024 
1487290545239 ,126518392 
1487290845246 ,127965280 
1487291145258 ,128117008 
1487291445264 ,128634304 
1487291745276 ,135112208 
1487292045282 ,122819088 
1487292345289 ,126134664 
1487292645297 ,134034896 
1487292945306 ,130372536 
1487293245324 ,121266704 
1487293545351 ,132300024 
1487293845332 ,132994344 
1487294145340 ,137514120 
1487294445350 ,128318272 
1487294745356 ,137861288 
1487295045365 ,132220320 
1487295345372 ,131075616 
1487295645381 ,134961128 
1487295945388 ,139565304 
1487296245445 ,149549408 
1487296545416 ,141642968 
1487296845419 ,110403944 
1487297145423 ,113002928 
1487297445437 ,103112760 
1487297745465 ,107442216 
1487298045449 ,99695224 
1487298345457 ,99947224 
1487298645465 ,105773856 
1487298945474 ,114567760 
1487299245491 ,106226576 
1487299545490 ,111122880 
1487299845497 ,117916696 
1487300145505 ,112679800 
1487300445513 ,119036424 
1487300745523 ,118010480 
1487301045535 ,137826360 
1487301371140 ,-1 
1487301645551 ,112165320 
1487301945563 ,118976528 
1487302245564 ,122968568 
1487302545573 ,131564272 
1487302845580 ,122517184 
1487303145592 ,132074480 
1487303445613 ,141304072 
1487303745606 ,134889064 
1487304045614 ,109872664 
1487304345622 ,119755984 
1487304645632 ,111843160 
1487304945642 ,177297520 
1487305245647 ,173997288 
1487305545665 ,173351984 
1487305845666 ,180723264 
1487306145671 ,189119456 
1487306445681 ,189927416 
1487306745694 ,186357736 
1487307045697 ,190583208 
1487307345706 ,186291632 
1487307645722 ,187036504 
1487307945721 ,194748352 
1487308245734 ,193900016 
1487308545745 ,184502136 
1487308845748 ,186954288 
1487309145776 ,197963032 
1487309445766 ,202393568 
1487309745772 ,187424328 
1487310045780 ,197108848 
1487310345792 ,192892224 
1487310645799 ,191677928 
1487310945804 ,207990920 
1487311245815 ,215100256 
1487311545822 ,219207720 
1487311845830 ,224947168 
1487312145840 ,226336728 
1487312445860 ,231067368 
1487312745856 ,202242880 
1487313045864 ,212875944 
1487313345876 ,228983256 
1487313645886 ,210558680 
1487313945889 ,213960936 
1487314245900 ,180160328 
1487314545911 ,159466928 
1487314845918 ,226320528 
1487315145922 ,160786528 
1487315445937 ,166786040 
1487315745945 ,227378040 
1487316045949 ,193439448 
1487316345958 ,160299328 
1487316645973 ,179625624 
1487316945976 ,189457944 
1487317245985 ,213129536 
1487317545989 ,190755176 
1487317846002 ,212715856 
1487318146022 ,219575344 
1487318446015 ,631675080 
1487318746040 ,537366728 
1487319046032 ,600998152 
1487319346039 ,548177536 
1487319646049 ,627264472 
1487319946061 ,543264744 
1487320246069 ,613062984 
1487320546076 ,631856144 
1487320846085 ,594793200 
1487321146098 ,603769536 
1487321446103 ,560825192 
1487321746109 ,556279488 
1487322046116 ,560140616 
1487322346155 ,623216624 
1487322646139 ,587261120 
1487322946144 ,605344248 
1487323246156 ,593213856 
1487323546170 ,619042736 
1487323846165 ,612392912 
1487324146174 ,549120456 
1487324446184 ,573207104 
1487324746196 ,582100040 
1487325046201 ,551830896 
1487325346207 ,628995384 
1487325646215 ,592952608 
1487325946224 ,570251976 
1487326246234 ,585027936 
1487326546243 ,643902184 
1487326846249 ,623046176 
1487327146258 ,642825712 
1487327446267 ,599294056 
1487327746274 ,639730816 
1487328046284 ,550786648 
1487328346291 ,600005104 
1487328646299 ,598651568 
1487328946317 ,621213264 
1487329246344 ,621078288 
1487329546327 ,582415048 
1487329846347 ,557782920 
1487330146341 ,609037536 
1487330446348 ,618312296 
1487330746364 ,642689080 
1487331046370 ,594958704 
1487331346385 ,571390776 
1487331646381 ,572511224 
1487331946401 ,601903728 
1487332246404 ,628784288 
1487332546407 ,642981200 
1487332846423 ,569582192 
1487333146423 ,603274568 
1487333446435 ,589731816 
1487333746441 ,624859512 
1487334046452 ,564494824 
1487334346460 ,555601408 
1487334646468 ,574380328 
1487334946475 ,628616600 
1487335246493 ,560356040 
1487335546490 ,565486392 
1487335846498 ,639940368 
1487336146507 ,634679952 
1487336446514 ,584561208 
1487336746523 ,609869704 
1487337046534 ,628879080 
1487337346539 ,553025048 
1487337646548 ,602937304 
1487337946560 ,618722976 
1487338246570 ,569381232 
1487338546575 ,564251928 
1487338846582 ,613069608 
1487339146589 ,571457840 
1487339446598 ,576842544 
1487339746609 ,624203744 
1487340046622 ,643506560 
1487340346623 ,581201584 
1487340646638 ,628577272 
1487340946640 ,638832072 
1487341246650 ,628474160 
1487341546658 ,644255000 
1487341846666 ,648989512 
1487342146674 ,649198168 
1487342446681 ,586946432 
1487342746693 ,599637408 
1487343046700 ,556107912 
1487343346707 ,572230560 
1487343646716 ,613678864 
1487343946723 ,623369888 
1487344246731 ,572028296 
1487344546739 ,597886520 
1487344846748 ,606363192 
1487345146764 ,629120272 
1487345446766 ,568977704 
1487345746773 ,618181176 
1487346046788 ,574447552 
1487346346790 ,656462976 
1487346646800 ,600946784 
1487346946807 ,622820288 
1487347246818 ,655524032 
1487347546824 ,566121480 
1487347846837 ,612689400 
1487348146843 ,615939224 
1487348446848 ,581148928 
1487348746946 ,632016744 
1487349046955 ,654794760 
1487349346964 ,639385096 
1487349646972 ,662761360 
1487349946981 ,571743312 
1487350246989 ,603997736 
1487350546995 ,582202568 
1487350847006 ,650761976 
1487351147014 ,608175832 
1487351447023 ,671089152 
1487351747029 ,592714384 
1487352047038 ,622445072 
1487352347046 ,613335456 
1487352647054 ,655043776 
1487352947063 ,619908024 
1487353247071 ,638202984 
1487353547080 ,588987288 
1487353847088 ,599243496 
1487354147096 ,624530176 
1487354447106 ,638560768 
1487354747114 ,657792192 
1487355047121 ,585252968 
1487355347139 ,669272840 
1487355647051 ,586345016 
1487355947058 ,580436616 
1487356247067 ,575986208 
1487356547075 ,652613712 
1487356847083 ,631316624 
1487357147091 ,628894080 
1487357447099 ,641719416 
1487357747108 ,641419040 
1487358047117 ,578621832 
1487358347124 ,606922264 
1487358647133 ,657621736 
1487358947142 ,670143816 
1487359247157 ,609877712 
1487359547158 ,645657920 
1487359847167 ,578686720 
1487360147175 ,603523168 
1487360447187 ,634128536 
1487360747192 ,671874496 
1487361047203 ,601983344 
1487361347208 ,627458856 
1487361647216 ,668970104 
1487361947228 ,593681872 
1487362247234 ,609468256 
1487362547243 ,626601048 
1487362847248 ,659502912 
1487363147257 ,591824968 
1487363447266 ,607521368 
1487363747274 ,629234376 
1487364047285 ,593603800 
1487364347292 ,618304864 
1487364647299 ,645162168 
1487364947308 ,663130264 
1487365247316 ,596797600 
1487365547328 ,621823256 
1487365847333 ,636986264 
1487366147340 ,652374720 
1487366447350 ,664374528 
1487366747358 ,582125552 
1487367047365 ,595561640 
1487367347380 ,610368408 
1487367647382 ,622208472 
1487367947391 ,636203048 
1487368247399 ,583055456 
1487368547407 ,610916584 
1487368847415 ,629562480 
1487369147424 ,648310672 
1487369447432 ,663957304 
1487369747444 ,583154816 
1487370047451 ,597338480 
1487370347458 ,609345768 
1487370647466 ,621317424 
1487370947475 ,633586168 
1487371247483 ,645355552 
1487371547492 ,657624544 
1487371847500 ,669533472 
1487372147507 ,592762056 
1487372447516 ,608868328 
1487372747526 ,622708336 
1487373047534 ,641342648 
1487373347542 ,659675224 
1487373647550 ,583647776 
1487373947557 ,602824176 
1487374247566 ,621285528 
1487374547579 ,635485032 
1487374847586 ,646936528 
1487375147591 ,658878616 
1487375447605 ,581447896 
1487375747611 ,593534280 
1487376047619 ,615045816 
1487376347624 ,638146816 
1487376647636 ,649795880 
1487376947645 ,578419488 
1487377247651 ,663543144 
1487377547658 ,597582144 
1487377847666 ,633360672 
1487378147675 ,633329144 
1487378447683 ,654387128 
1487378747698 ,647644384 
1487379047702 ,610744744 
1487379347713 ,633505360 
1487379647723 ,581441224 
1487379947739 ,643732384 
1487380247774 ,671328792 
1487380547745 ,604370608 
1487380847769 ,640366504 
1487381147761 ,592417704 
1487381447771 ,632986520 
1487381747827 ,587397912 
1487382047810 ,600440296 
1487382347818 ,643013312 
1487382647802 ,658535656 
1487382947817 ,628868080 
1487383247818 ,670783480 
1487383547826 ,611786632 
1487383847837 ,631694824 
1487384147843 ,592713792 
1487384447852 ,669779824 
1487384747861 ,625824816 
1487385047870 ,612960136 
1487385347876 ,643293432 
1487385647891 ,605946096 
1487385947900 ,597988152 
1487386247901 ,673425840 
1487386547913 ,672634384 
1487386847918 ,585326208 
1487387147935 ,643644864 
1487387447937 ,586268368 
1487387747945 ,651045432 
1487388047951 ,645550416 
1487388347963 ,647275032 
