HTTP_SYSTEM_ERROR,activeThreads,clients,cpu,fileDescriptors,free_disk_space,gc,http2xxNum,http4xxNum,http5xxNum,httpHitsRate,httpMeanTimes,httpSessions,httpSessionsMeanAge,httpSystemErrors,http_Cpu_Time_Sum,http_Error_Hits,http_Gobal_Hits,loadedClassesCount,runningThreads,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesSent,usedConnections,usedMemory,usedNonHeapMemory,usedPhysicalMemorySize
6,0,51,0,347,23683200000,0,67259,12,36570,2,27190,0,-1,100,1,36057,67271,8824,7,0.01,29,0,55642,290,295217000,69575800,1837600000
6,0,49,0,347,23683200000,0,67261,12,36572,0,27190,0,-1,100,1,36058,67273,8824,7,0.04,29,0,202,290,308830000,69575800,1837760000
6,0,49,0,347,23683200000,0,67261,12,36572,0,27190,0,-1,100,1,36058,67273,8824,7,0.02,29,0,201,290,322077000,69575800,1837750000
6,1,50,0,348,23683200000,0,67261,12,36572,0,27190,0,-1,100,1,36058,67273,8824,7,0.22,29,1,200,290,335481000,69575800,1837650000
6,1,50,0,348,23683200000,0,67261,12,36572,0,27190,0,-1,100,1,36058,67273,8824,7,0.08,29,1,200,290,348711000,69575800,1837620000
6,1,49,0,348,23683200000,0,67261,12,36572,0,27190,0,-1,100,1,36058,67273,8824,7,0.08,29,1,201,290,361493000,69575800,1837750000
6,0,49,0,347,23683100000,0,67261,12,36572,1,143735,0,-1,100,1,36058,67273,8824,7,0.03,29,0,27921,290,377343000,69575800,1838150000
6,2,51,0,349,23683100000,0,67262,12,36573,0,143735,0,-1,100,1,36058,67274,8824,7,0.01,29,2,203,290,266559000,69575800,1838150000
6,2,51,0,349,23683100000,0,67262,12,36573,0,143735,0,-1,100,1,36058,67274,8824,7,0,29,2,202,290,279885000,69575800,1838150000
6,0,51,0,347,23683000000,0,67262,12,36573,2,101099,0,-1,100,1,36058,67274,8824,7,0,29,0,55645,290,297069000,69575800,1838270000
6,0,51,0,347,23683000000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,203,290,310973000,69575800,1838220000
6,0,51,0,347,23683000000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,200,290,323365000,69575800,1838190000
6,0,51,0,347,23683000000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,200,290,336576000,69575800,1834050000
6,0,51,0,347,23683000000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,201,290,350476000,69575800,1834090000
6,0,51,0,347,23682900000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,199,290,366143000,69575800,1834250000
6,0,47,0,347,23682900000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,201,290,379384000,69575800,1834380000
6,0,47,0,347,23682900000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,201,290,265073000,69575800,1834900000
6,0,44,0,347,23682900000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,200,290,278937000,69575800,1834830000
6,0,44,0,347,23682900000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0,29,0,199,290,291366000,69575800,1834800000
6,4,48,0,351,23682900000,0,67264,12,36575,0,101099,0,-1,100,1,36060,67276,8824,7,0.06,29,4,200,290,305677000,69575800,1834800000
6,0,48,0,347,23682800000,0,67264,12,36575,4,23092,0,-1,100,1,36060,67276,8824,7,0.02,29,0,111090,290,326010000,69575800,1835090000
6,1,49,0,348,23682700000,0,67268,12,36579,0,23092,0,-1,100,1,36062,67280,8824,7,0.01,29,1,204,290,343081000,69575800,1835200000
6,1,49,0,348,23682700000,0,67268,12,36579,0,23092,0,-1,100,1,36062,67280,8824,7,0,29,1,201,290,355863000,69575800,1835200000
6,1,48,0,348,23682700000,0,67268,12,36579,2,40549,0,-1,100,1,36062,67280,8824,7,0,29,1,55644,290,373668000,69575800,1835160000
6,1,48,0,348,23682700000,0,67270,12,36581,0,40549,0,-1,100,1,36064,67282,8824,7,0,29,1,202,290,386881000,69575800,1835320000
6,2,49,0,349,23682700000,0,67270,12,36581,0,40549,0,-1,100,1,36064,67282,8824,7,0,29,2,200,290,271214000,69575800,1835230000
6,0,49,0,347,23682600000,0,67270,12,36581,2,89173,0,-1,100,1,36064,67282,8824,7,0,29,0,55644,290,288784000,69575800,1835210000
6,2,51,0,349,23682600000,0,67272,12,36583,0,89173,0,-1,100,1,36065,67284,8824,7,0.04,29,2,202,290,302786000,69575800,1835340000
6,0,51,0,347,23682500000,0,67272,12,36583,2,25696,0,-1,100,1,36065,67284,8824,7,0.06,29,0,55644,290,322310000,69575800,1835560000
6,0,51,0,347,23682500000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.02,29,0,201,290,335639000,69575800,1835560000
6,0,51,0,347,23682500000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.14,29,0,199,290,349855000,69575800,1835530000
6,0,50,0,347,23682500000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.05,29,0,201,290,362103000,69575800,1835610000
6,0,50,0,347,23682500000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.02,29,0,200,290,375801000,69575800,1835640000
6,0,47,0,347,23682500000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.01,29,0,199,290,389093000,69575800,1835640000
6,0,47,0,347,23682500000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0,29,0,201,290,274894000,69575800,1835800000
6,0,45,0,347,23682400000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0,29,0,200,290,290648000,69575800,1835830000
6,0,45,0,347,23682400000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0,29,0,200,290,303680000,69575800,1836290000
6,1,46,0,348,23682400000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.05,29,1,199,290,318053000,69575800,1836260000
6,1,46,0,348,23682400000,0,67274,12,36585,0,25696,0,-1,100,1,36066,67286,8824,7,0.02,29,1,201,290,330665000,69575800,1836370000
6,0,46,0,347,23682400000,0,67274,12,36585,1,80436,0,-1,100,1,36066,67286,8824,7,0.01,29,0,27923,290,345250000,69575800,1836320000
6,0,46,0,347,23682400000,0,67275,12,36586,0,80436,0,-1,100,1,36067,67287,8824,7,0,29,0,203,290,360054000,69575800,1836320000
6,0,47,0,347,23682300000,0,67275,12,36586,0,80436,0,-1,100,1,36067,67287,8824,7,0,29,0,200,290,372615000,69575800,1836310000
6,0,47,0,347,23682300000,0,67275,12,36586,1,21966,0,-1,100,1,36067,67287,8824,7,0,29,0,27922,290,262985000,69575800,1836470000
6,0,44,0,347,23682300000,0,67276,12,36587,0,21966,0,-1,100,1,36068,67288,8824,7,0,29,0,202,290,277122000,69575800,1836590000
6,0,44,0,347,23682300000,0,67276,12,36587,0,21966,0,-1,100,1,36068,67288,8824,7,0,29,0,200,290,290742000,69575800,1836630000
6,0,42,0,347,23682300000,0,67276,12,36587,0,21966,0,-1,100,1,36068,67288,8824,7,0,29,0,198,290,303308000,69575800,1836630000
6,0,42,0,347,23682200000,0,67276,12,36587,0,21966,0,-1,100,1,36068,67288,8824,7,0,29,0,199,290,316452000,69575800,1836770000
6,0,45,0,347,23682200000,0,67276,12,36587,0,21966,0,-1,100,1,36068,67288,8824,7,0,29,0,199,290,329694000,69575800,1836770000
6,3,45,0,350,23682200000,0,67276,12,36587,0,21966,0,-1,100,1,36068,67288,8824,7,0,29,3,198,290,343917000,69575800,1836960000
6,0,43,0,347,23682100000,0,67276,12,36587,3,80902,0,-1,100,1,36068,67288,8824,7,0,29,0,83366,290,365165000,69575800,1837010000
6,0,43,0,347,23682100000,0,67279,12,36590,0,80902,0,-1,100,1,36069,67291,8824,7,0,29,0,202,290,378998000,69575800,1837130000
6,0,46,0,347,23682100000,0,67279,12,36590,0,80902,0,-1,100,1,36069,67291,8824,7,0,29,0,200,290,264919000,69575800,1837080000
6,3,46,0,350,23682100000,0,67279,12,36590,0,80902,0,-1,100,1,36069,67291,8824,7,0,29,3,200,290,278862000,69575800,1837080000
6,0,49,0,347,23682000000,0,67279,12,36590,3,60341,0,-1,100,1,36069,67291,8824,7,0,29,0,83366,290,297191000,69575800,1837280000
6,0,49,0,347,23682000000,0,67282,12,36593,3,45646,0,-1,100,1,36071,67294,8824,7,0,29,0,83368,290,317004000,69577900,1837260000
6,0,48,0,347,23682000000,0,67285,12,36596,0,45646,0,-1,100,1,36073,67297,8824,7,0,29,0,201,290,330190000,69580100,1837280000
6,0,48,0,347,23681900000,0,67285,12,36596,0,45646,0,-1,100,1,36073,67297,8824,7,0,29,0,199,290,347657000,69580100,1837660000
6,0,50,0,347,23681900000,0,67285,12,36596,0,45646,0,-1,100,1,36073,67297,8824,7,0,29,0,200,290,360234000,69580100,1837760000
6,2,50,0,349,23681900000,0,67285,12,36596,0,45646,0,-1,100,1,36073,67297,8824,7,0.04,29,2,200,290,373824000,69580100,1837760000
6,0,48,0,347,23681800000,0,67285,12,36596,2,92717,0,-1,100,1,36073,67297,8824,7,0.02,29,0,55645,290,262039000,69580100,1837880000
6,0,48,0,347,23681800000,0,67287,12,36598,0,92717,0,-1,100,1,36074,67299,8824,7,0.01,29,0,202,290,275801000,69580100,1837920000
