cpu,http_times,session_count,thread_count,used_memory
3,398,3377,61,265142800
2,814,3382,63,266475832
2,1351,3356,59,272987184
2,583,3327,86,228007560
2,754,3271,80,241358368
2,484,3317,78,218909472
1,299,3290,47,276008568
2,357,3244,54,129995008
3,192,3236,102,187111352
2,658,3193,45,138663560
1,644,3076,24,186699272
3,490,2998,39,138456544
2,148,2925,56,210388592
2,300,2852,44,210696600
3,430,2817,58,136134544
2,470,2788,59,142886016
3,306,2815,63,206885520
2,372,2795,36,141401432
3,261,2688,67,203381232
1,512,2553,80,213648760
2,266,2463,134,201663920
1,358,2387,6,199364312
1,76,2283,61,185285336
1,191,2223,74,152666904
2,319,2187,105,167380632
1,110,2079,38,220474256
2,128,2043,133,184608088
3,351,2049,157,170410448
2,59,2033,119,243717392
2,271,1876,82,239246776
2,235,1840,73,206717112
2,179,1813,60,193320648
1,107,1704,60,237889832
1,183,1667,49,191979960
1,188,1642,13,201387568
1,260,1584,54,242314832
1,205,1513,40,253509696
1,317,1453,27,196152320
2,156,1393,131,249877992
2,391,1344,44,248789368
2,64,1355,97,243947960
3,485,1344,49,225416624
0,97,1311,34,187692608
1,178,1283,59,193672344
0,96,1226,56,232611600
0,129,1163,36,191915312
1,204,1113,42,203883600
2,212,1080,54,243502400
2,309,1040,59,216538056
3,245,1076,82,251893856
2,522,1076,61,234386656
2,372,1079,49,206817968
3,337,1158,86,218203200
2,251,1162,48,251409328
2,355,1159,81,246521336
2,264,1201,33,274531920
2,162,1210,43,222054048
2,291,1207,78,255544576
2,244,1198,43,240797456
1,376,1184,75,263063352
2,280,1191,41,225468024
1,561,1145,12,282025016
2,232,1172,51,262058800
3,278,1206,33,255401120
2,351,1224,47,226259312
0,253,1209,56,266956496
1,106,1196,75,268246328
3,327,1212,42,177582528
2,222,1244,61,149183896
1,384,1223,59,163701352
1,194,1220,68,168469344
2,539,1206,70,226920864
2,183,1227,78,210397760
1,635,1249,10,222181992
2,173,1285,76,171994296
1,490,1289,49,236191576
0,586,1284,51,183612224
0,173,1247,67,212450368
2,285,1265,87,163006184
2,584,1273,53,233412704
2,431,1273,52,186753384
1,540,1246,18,179202680
1,159,1217,36,168192944
1,158,1215,62,205499032
2,415,1240,63,207623576
2,281,1269,54,229099816
2,463,1262,67,217766432
1,660,1264,42,232782832
1,472,1249,113,222931408
1,679,1253,103,178296352
1,677,1266,42,174375880
1,508,1293,60,241869416
1,349,1310,71,247603216
2,763,1301,35,212868496
0,81,1259,51,179214600
2,330,1278,49,248301112
1,200,1287,48,176818048
3,856,1263,9,234155576
1,426,1245,87,209538552
1,655,1238,78,214408496
0,140,1234,69,258157888
0,378,1203,60,226310920
2,331,1221,152,241904776
2,791,1219,57,232583512
2,670,1222,50,194823016
1,827,1230,13,208330136
2,421,1263,49,245126632
2,248,1314,66,235190912
2,740,1358,78,206036080
0,1071,1306,58,253327344
0,264,1268,21,216186528
1,493,1280,47,278495576
1,741,1265,53,250599008
1,535,1237,47,247817480
1,869,1197,35,252493688
2,263,1219,61,220267488
2,930,1194,52,272601216
0,1258,1139,35,208248184
0,730,1120,36,258130168
0,421,1090,17,197847240
1,334,1068,60,275184328
2,882,1075,112,242720704
2,650,1102,71,246474920
2,470,1087,41,282909608
2,400,1108,47,230329304
1,231,1113,45,280891632
2,497,1146,57,251971632
2,1023,1148,30,254166816
2,1114,1169,6,291260168
1,3836,1142,6,225859592
1,3611,1125,6,282266472
1,3720,1108,6,226068016
1,3904,1081,16,251631072
7,2346,1080,54,184293288
2,250,1094,53,140358296
2,677,1104,59,220136344
1,297,1085,55,211300112
1,422,1082,61,183766024
1,437,1063,66,218987040
1,611,1057,37,225511936
2,287,1086,49,173990952
3,304,1108,22,193262808
1,171,1082,67,157239760
1,71,1100,146,158251768
0,622,1097,60,216164000
1,334,1112,61,186249040
1,253,1076,63,220921264
0,130,1067,62,168528568
1,126,1077,100,149870600
2,167,1122,73,218084976
1,214,1159,69,181923200
0,519,1140,22,212565472
1,151,1102,13,217208824
2,143,1124,45,216198232
2,252,1125,54,181566520
2,314,1153,40,245683672
2,192,1132,56,198087024
0,383,1077,38,243435280
0,119,1053,53,197674792
2,322,1082,78,211247784
2,175,1129,66,171766840
1,248,1154,74,209385584
1,33,1185,35,201669264
1,339,1187,16,172263448
2,54,1201,58,221892944
1,250,1144,22,228879744
1,368,1145,30,218181256
1,52,1134,71,209880536
1,348,1124,107,250646272
1,106,1128,88,256606024
2,85,1191,157,188942624
1,228,1179,51,224382872
2,89,1222,94,230346112
1,218,1247,39,268686912
2,179,1294,51,210905672
2,328,1341,52,246693192
1,275,1291,91,233309240
2,453,1351,47,236756328
1,417,1370,62,199733896
2,436,1401,35,226009064
2,196,1420,45,240550024
2,87,1433,68,213054768
1,138,1445,56,253965488
2,123,1471,89,273314328
2,375,1483,65,287671608
1,600,1458,34,265186552
2,898,1431,28,207732368
1,1622,1419,13,251988400
2,624,1471,135,282823256
2,3602,1458,38,290817880
3,2118,1436,55,301098200
3,3707,1409,6,298178392
6,1678,1462,114,201099704
1,119,1483,106,162677608
2,86,1517,112,161754512
2,328,1548,39,196001816
2,210,1576,36,158274576
1,42,1591,11,162583944
1,76,1584,86,157136080
2,179,1616,30,167237800
2,170,1624,74,208962856
2,189,1625,84,152316072
2,61,1605,68,213941384
2,70,1614,57,186861176
2,85,1611,70,172696368
1,215,1538,48,162255064
2,119,1550,107,245769888
0,38,1512,34,173615704
1,30,1475,94,242413584
1,80,1480,10,216447480
2,93,1483,37,200832104
2,117,1486,59,204834024
2,139,1502,91,214587184
2,255,1503,39,211784168
2,100,1519,137,254148800
2,52,1524,45,243858872
2,77,1537,40,174884232
2,53,1570,84,210773768
2,28,1584,45,176416960
1,284,1584,84,194713688
2,63,1627,42,249991320
1,380,1646,76,251239536
2,74,1643,53,194832912
2,58,1646,45,257991144
2,49,1706,115,224767120
1,271,1644,37,257392936
1,86,1599,43,275880952
2,113,1628,80,200138696
1,588,1669,34,216930784
1,331,1654,17,254901096
1,64,1640,77,248024456
1,414,1604,42,237272360
1,391,1592,84,269728928
2,512,1600,77,287277352
0,32,1583,60,251646696
2,179,1602,60,217356664
2,607,1615,103,245396096
2,247,1666,45,262813160
1,1141,1679,31,247620440
2,480,1704,44,216614504
0,731,1657,41,283554952
1,618,1616,40,279710936
1,1559,1575,60,262543752
1,1089,1530,43,214513592
0,893,1478,34,285305008
1,2121,1403,31,256959384
2,1628,1412,19,306305736
4,1628,1447,50,252789752
2,1276,1444,6,264431984
3,3192,1416,9,142911376
1,134,1384,6,151146248
1,159,1379,94,182323112
1,286,1378,61,201231200
2,261,1395,113,146222040
2,184,1382,97,159562928
1,136,1336,66,184733840
2,174,1388,50,143233760
2,263,1403,61,164411296
4,113,1434,65,199323096
2,149,1476,100,160956544
2,324,1522,78,151640136
2,125,1535,72,172325696
1,335,1568,15,214980024
4,68,1601,85,181381384
3,256,1657,92,161414328
2,314,1712,76,198075552
3,179,1741,56,181102896
3,169,1736,73,239194816
3,246,1766,75,206982696
2,384,1829,60,175170992
2,101,1868,63,177027552
1,95,1895,54,215134880
2,108,1946,111,212555120
2,245,2021,47,176698064
2,255,2110,40,190591824
2,316,2189,33,238261616
2,427,2217,37,196624280
2,320,2281,60,191469320
1,145,2235,61,190819432
1,611,2246,16,203132040
0,86,2230,20,184565872
2,105,2336,86,256567256
3,298,2395,54,208224272
2,679,2429,45,198286272
2,380,2430,110,184013816
2,438,2437,85,214943744
2,445,2501,74,270065944
1,2175,2418,22,207134624
1,816,2384,26,193923152
2,674,2360,49,243517536
1,2608,2300,11,277015184
1,892,2277,22,222789712
2,623,2274,14,195332864
2,429,2276,32,236850232
2,800,2234,25,198841136
2,1152,2206,28,259171864
1,3231,2146,6,215217064
1,3038,2079,8,266689824
2,3709,2001,6,199841728
2,3609,1942,7,222968688
2,3589,1904,6,232859808
3,3902,1872,6,290665064
1,3563,1794,6,220718216
1,3685,1684,6,290194880
1,3421,1607,8,302170088
1,3191,1537,6,294675472
1,3533,1438,6,237004072
2,3584,1420,7,274958696
4,3797,1404,15,250555200
5,1979,1465,57,175051392
1,392,1434,34,185387512
1,119,1362,63,198263672
2,187,1328,21,205705200
3,267,1422,115,195185264
2,790,1416,8,152931064
1,186,1409,18,206422424
1,78,1357,83,169112680
2,161,1418,44,218698944
1,214,1459,52,220979288
2,381,1486,119,179457496
1,145,1497,93,224295120
1,246,1500,142,184750928
4,255,1631,83,229982144
2,229,1674,42,251710232
2,422,1692,56,267520792
2,272,1716,67,219418968
2,524,1701,9,212378432
2,127,1804,71,204979296
2,216,1876,57,242811464
3,269,2001,65,233492200
3,481,2108,39,203254248
2,332,2175,39,194946376
2,283,2243,33,233399136
3,221,2352,89,245134128
2,741,2440,69,266024864
2,628,2504,67,224035952
4,365,2696,76,232632552
3,481,2800,40,264274280
2,449,2860,46,215534184
3,263,2919,93,266359624
2,1156,2920,41,295617192
3,614,3002,43,273329824
3,562,3044,100,265357728
3,687,3086,84,306363800
1,1440,2991,26,290572720
1,2458,2939,20,220693616
2,1675,2978,7,219367872
1,3414,2911,7,241479408
1,3672,2868,6,251971024
1,3802,2756,6,220489792
1,3386,2684,6,234591840
1,3462,2621,6,278600584
1,3512,2510,6,270729328
6,2958,2450,97,202249008
1,73,2402,67,186594936
1,132,2403,106,205232424
3,325,2446,97,225185616
3,517,2462,49,220646848
2,385,2451,48,243354096
1,149,2383,42,189658104
0,95,2258,28,165555080
0,52,2180,78,246938904
1,106,2143,168,162986504
4,522,2218,52,245146552
3,509,2199,117,179782416
0,1422,2117,54,241352648
0,147,2000,42,226474024
1,124,1919,95,261519744
1,119,1855,116,194716608
1,318,1857,26,204672336
2,190,1843,65,237486960
3,585,1877,46,263324560
1,300,1810,58,248685536
1,133,1770,44,222251736
1,397,1651,29,277668080
1,397,1651,29,277668080
0,61,1708,6,236134608
0,61,1708,6,236134608
0,61,1708,6,236134608
0,61,1708,6,236134608
1,95,1725,8,240462816
0,77,1733,27,220267696
1,124,1710,56,242278504
2,228,1540,53,282094656
2,228,1540,53,282094656
2,228,1540,53,282094656
2,228,1540,53,282094656
2,640,1578,72,240468984
2,329,1643,42,279410936
1,774,1656,10,303489904
2,372,1642,45,300475264
2,151,1575,41,283607032
2,263,1616,51,261274808
1,379,1644,38,236879384
0,114,1617,25,275900184
2,1379,1617,50,277669104
1,422,1601,50,241656552
1,1106,1552,99,248658160
1,1003,1437,43,250792144
1,1574,1349,29,274491328
0,40,1312,48,241167624
2,1541,1340,89,307149672
3,609,1409,52,122808176
3,303,1486,60,214774400
2,452,1523,53,158057656
1,358,1555,59,138167464
1,192,1565,52,175767272
0,157,1557,54,132432192
1,220,1574,104,145866928
1,121,1593,102,184549528
1,280,1609,83,186181200
1,104,1621,75,223706064
1,144,1644,67,166844120
1,288,1680,52,169383928
1,220,1663,18,193379432
0,39,1653,53,220525280
1,115,1625,82,145004536
1,182,1592,83,226317288
3,228,1661,158,167957312
5,353,1837,114,236678840
3,607,1887,113,180613792
1,396,1882,42,210727008
3,208,1920,85,183885456
2,1449,1905,25,258826336
4,233,2078,140,261600232
0,125,2167,93,195333184
2,496,2244,94,210311064
3,592,2322,57,246720312
1,87,2389,117,228526624
0,11,2417,56,227332744
3,349,2477,76,209436328
3,728,2570,43,222218208
2,260,2547,27,218707664
2,429,2553,64,286512576
2,500,2510,55,227303280
2,258,2500,57,232763280
3,996,2551,65,294308784
3,1133,2625,6,269675496
2,3735,2603,6,241675176
1,3491,2584,6,263519328
2,3601,2559,6,272354808
1,3434,2529,6,294586176
1,3311,2482,6,236125784
1,3338,2411,6,268940872
1,3544,2372,6,299318896
1,3864,2367,6,224134712
1,3744,2346,6,239211096
7,3775,2337,9,275147184
4,3158,2279,55,159517840
2,230,2090,115,146482264
2,213,2037,122,223029880
2,207,2005,154,158635192
4,279,2078,157,189211448
2,446,2044,130,196672288
2,154,2035,158,221148056
1,280,1908,153,206181680
4,322,1973,135,182595440
4,570,2052,138,220856896
3,552,2116,123,196239616
2,411,2096,127,196447224
2,351,2189,130,222276088
2,1127,2147,43,198283240
2,312,2140,55,226583528
2,507,2133,52,191018056
2,504,2167,45,211403992
2,580,2191,49,254604752
2,244,2166,47,221058192
3,489,2123,68,203460016
2,440,2170,42,218971712
2,396,2221,49,227225256
2,573,2314,53,188587800
1,1848,2315,45,195144936
2,959,2376,102,229312728
1,963,2395,15,213768224
1,1003,2416,33,188168888
0,692,2464,50,244057056
2,1673,2502,53,246658944
3,2703,2496,40,264861256
3,1885,2518,40,213754064
3,2895,2458,43,283195816
8,3206,2484,7,274940464
2,3915,2407,6,285115288
1,3764,2309,9,254864176
2,3670,2187,8,291098040
3,3563,2142,6,302066744
1,3870,2081,7,239147952
1,3494,1951,6,282017872
5,1411,1885,53,153038760
1,515,1750,35,157313592
1,82,1666,51,149982872
1,127,1601,18,164146688
3,257,1628,155,181600968
1,134,1601,157,165818744
2,862,1604,39,220932016
1,104,1627,156,208245696
3,349,1642,107,230554080
1,938,1624,50,171254368
1,324,1600,14,180325264
1,221,1579,86,218709704
2,249,1605,45,188582944
1,310,1566,86,225605248
1,98,1564,63,242787648
3,417,1679,76,257030000
3,657,1710,63,258566024
3,483,1805,68,199996448
2,502,1864,69,236679232
2,324,1873,48,254048176
1,340,1868,19,267404816
1,112,1904,135,266065384
2,248,1931,63,181372712
1,416,1968,59,251625176
1,75,1982,137,229413784
1,278,2021,80,195949136
3,207,2128,65,220994872
2,441,2207,61,278753616
2,360,2252,37,268250432
2,261,2341,38,241607576
3,222,2336,53,220577944
2,143,2364,51,218952920
2,181,2402,33,214446040
1,1660,2383,50,216282928
2,1312,2373,65,244309544
1,2031,2299,21,276437208
3,2124,2210,6,259704480
1,3696,2173,6,243923448
1,3685,2064,6,238574792
1,3597,1996,6,283062728
1,3770,1978,6,275383560
1,3639,1928,6,284677920
2,3680,1843,6,227294832
1,3775,1783,6,232310976
1,3765,1746,6,220906712
1,3707,1635,6,242990624
1,3537,1526,15,241182576
5,3804,1448,6,320912264
1,3489,1375,6,236504728
1,3841,1280,6,269845672
1,3723,1228,6,257904176
1,3644,1215,6,251597224
1,3849,1126,6,244918576
2,3682,1062,24,300114160
1,3849,1012,6,318505640
4,1615,1070,52,208359424
1,92,1003,50,168587720
1,167,978,157,206621120
3,275,1034,104,223413000
1,1133,959,18,158228968
3,190,998,13,192661248
2,12,936,12,225331056
1,216,890,17,226822024
1,167,877,13,227820664
2,12,881,13,175324440
2,13,856,13,220975096
3,13,883,15,243119640
3,94,996,13,194999488
2,13,1006,13,225977880
2,121,1009,17,233148968
1,211,1022,14,226446904
2,11,1047,13,178549728
2,13,1058,13,216651912
2,12,1107,13,223736928
3,54,1223,12,235596072
3,18,1313,15,249378448
2,34,1386,16,226010400
2,33,1444,16,205858416
3,27,1538,13,241515056
3,21,1611,16,228778992
2,24,1676,14,169318912
3,51,1786,13,224043840
3,68,1890,13,214309984
2,14,1902,13,238677224
2,50,1913,15,170373968
1,234,1829,14,163431480
2,11,1821,13,202452056
2,11,1810,12,250001440
2,12,1735,12,165217824
3,66,1806,14,207471544
2,16,1708,13,162694752
2,56,1732,17,207858504
1,182,1717,13,207749712
2,11,1744,13,176779064
2,15,1779,13,189943176
3,13,1821,13,222998904
3,28,1889,13,179656984
3,30,1853,13,214887848
3,23,1933,13,252460912
2,21,1995,13,226321648
3,23,2175,12,185364776
3,21,2362,13,225685904
3,19,2556,11,190374520
2,1113,2607,9,218843768
2,3361,2502,8,195974816
2,3308,2477,8,171931352
2,3328,2377,8,228312696
2,3329,2286,8,202432616
2,3361,2234,8,174248272
2,3292,2173,9,241712168
2,3306,2076,8,207285800
2,3393,2019,8,183094632
2,3421,1914,8,247490592
2,3252,1893,8,216032456
2,3323,1885,9,190768896
2,3416,1883,8,257522920
2,3271,1880,8,224852944
2,3341,1868,8,197155104
2,3350,1841,8,261404872
2,3308,1760,8,238531000
2,3439,1735,9,201962992
2,3314,1721,8,176944472
2,3318,1712,8,238472824
2,3334,1701,8,215055312
2,3345,1670,8,180623120
2,3318,1625,8,245646904
2,3356,1528,9,220508520
2,3290,1460,8,189489464
2,3373,1393,8,248950568
2,3406,1299,8,220869640
2,3323,1161,8,191106952
2,3317,974,8,252801720
2,3328,768,8,227189640
2,3323,623,8,200831544
2,3389,619,8,262405304
2,3284,622,9,237303744
2,3373,621,8,203999320
2,3388,619,8,177282592
2,3258,623,8,241326696
2,3383,619,8,212818976
2,3323,621,8,183980152
2,3361,623,8,253070592
2,3378,618,8,221394688
2,3258,619,8,194572696
2,3411,619,8,257526704
2,3335,621,8,232322744
2,3285,620,8,202465040
2,3384,620,9,264764928
2,3297,621,9,237674096
2,3383,619,8,212287248
2,3270,621,9,183510928
2,3401,618,8,246189688
2,3324,619,8,217509728
2,3302,623,8,188833408
2,3351,621,8,254200552
2,3318,623,8,224832640
2,3345,621,9,196068120
2,3430,618,8,253370952
2,3312,618,9,219959264
2,3312,619,9,188929880
2,3356,616,9,240439760
2,3356,620,9,206340872
2,3279,619,8,265567808
2,3373,617,9,233451984
2,3368,618,8,199790328
2,3302,617,8,268304520
2,3355,616,8,241470288
2,3278,619,8,210101008
2,3351,616,8,268535216
2,3340,618,9,236902760
2,3312,619,8,208436768
2,3356,618,8,181335104
2,3378,617,8,240043232
2,3345,616,8,212096952
2,3334,616,8,188308184
2,3312,618,8,249418968
2,3356,615,8,217161024
2,3351,617,8,191438688
2,3302,620,8,259353544
2,3345,616,8,228881640
2,3350,618,9,198558336
2,3411,615,8,260238808
2,3232,619,9,233763224
2,3355,620,8,206912944
2,3383,616,9,179041536
2,3334,619,8,243110704
2,3285,620,8,220135880
2,3356,618,8,188684608
2,3306,620,9,249246992
2,3528,614,8,213017088
2,3318,615,8,186707088
2,3251,620,8,255459224
2,3407,617,8,225817808
2,3264,620,8,190787320
2,3351,621,8,259847064
2,3401,618,8,229951016
2,3244,620,8,202824768
2,3497,616,8,259214664
2,3250,620,9,239307288
2,3225,624,8,204857144
2,3323,623,9,272112744
2,3389,625,8,241201592
2,3361,623,8,219836584
0,4005,584,6,248311064
1,4084,563,6,213956976
0,4084,541,12,272890192
0,4084,523,6,206877392
0,4084,501,6,235492592
0,4084,480,6,264406136
0,4084,459,6,201145864
0,4084,441,6,230224720
0,4084,421,12,187963528
0,4084,399,7,228556432
0,4084,378,7,189243544
0,4018,359,12,256183744
0,4018,339,6,194001448
0,4018,298,12,255648856
1,4081,276,12,221856984
0,4081,260,6,254908168
1,4016,239,6,202021440
0,4016,215,6,232460288
0,4016,197,6,261963192
0,4016,175,6,199214752
0,4016,153,6,228315168
0,4016,135,6,257257472
0,4016,111,6,194562488
0,4016,95,6,223867280
0,4016,70,6,252806328
0,4016,50,6,189538536
0,4016,30,6,218792808
0,4016,9,6,247656160
0,4016,1,6,184125784
0,4016,1,6,213478944
0,4016,1,6,242472744
0,4016,1,6,271585736
0,4016,1,6,206933656
0,4016,1,6,236012432
0,4016,1,6,265166456
0,4016,1,6,201661048
0,4016,1,6,230633248
0,4016,1,6,259637040
0,4016,1,6,196556536
0,4016,1,6,225584688
0,4016,1,6,254625312
0,4016,1,6,191962880
0,4016,1,6,220976968
1,4349,1,8,212993848
0,4349,1,8,242321136
0,4349,1,8,271466432
0,4013,0,8,209495160
0,4013,0,8,239564504
0,4013,0,8,268785096
0,4013,0,8,204418640
0,4013,0,8,233362464
0,4013,0,8,262085840
0,4013,0,8,198838320
0,4013,0,8,227705456
0,4013,0,8,256633824
0,4013,0,8,193454800
0,4013,0,8,222531424
0,4013,0,8,251471560
0,4013,0,8,188493448
0,4013,0,8,217754056
0,4013,0,8,246780848
0,4013,0,8,183368072
0,4013,0,8,212786488
0,4013,0,8,241747184
0,4013,0,8,271208672
0,4013,0,8,206673296
0,4013,0,6,235883224
1,4342,0,6,225560680
0,4342,0,6,254473864
0,4342,0,6,190039608
0,4342,0,6,218868136
0,4342,0,6,247921176
0,4342,0,6,184671440
0,4342,0,6,213599544
0,4342,0,6,242436688
0,4342,0,6,182097008
0,4342,0,8,232872152
1,4344,0,8,199484120
0,4344,0,8,228895584
0,4344,0,8,257776696
0,4344,0,8,195547600
0,4344,0,8,224446160
0,4344,0,8,253252848
0,4344,0,8,190122136
0,4344,0,8,219111592
0,4344,0,8,248083344
0,4344,0,8,184946496
0,4344,0,8,214372384
0,4344,0,8,243494176
0,4344,0,8,272396664
0,4344,0,8,207469856
0,4344,0,8,236530704
0,4344,0,8,265453488
0,4344,0,8,202409856
0,4344,0,14,232277240
0,4013,0,8,264876152
0,4013,0,8,201646088
0,4013,0,6,263370816
1,4340,0,6,256341888
0,4340,0,6,190939800
0,4340,0,6,219891064
0,4340,0,6,248786992
0,4340,0,6,186516336
0,4340,0,6,215500744
0,4340,0,6,244390128
0,4340,0,6,208135888
1,4349,0,6,193754616
