activeThreads,clients,cpu,fileDescriptors,free_disk_space,httpMeanTimes,httpSystemErrors,http_Gobal_Hits,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesSent,usedConnections,usedMemory,usedPhysicalMemorySize
15,151,1,164,24170000000,2145,1.49254,80680,0.73,51,16,2231420,27,91437700,1648170000
5,156,2,125,24169600000,3242,2.5641,80814,0.52,53,10,4448010,42,116235000,1649020000
0,156,3,132,24168800000,1954,0,81009,0.29,53,0,7553690,42,131885000,1648740000
4,161,3,155,24168100000,396,0.649351,81373,0.14,55,4,8541750,58,126954000,1650330000
8,161,4,164,24167300000,577,1.07066,81835,0.26,55,8,8842010,58,106060000,1653020000
8,166,3,212,24166500000,907,0.990099,82302,0.09,55,8,8365500,35,139267000,1651900000
9,166,4,188,24165500000,1183,1.7284,82706,0.29,55,10,8465130,35,131836000,1652640000
7,171,4,167,24164700000,1331,2.94118,83111,0.11,55,10,8592600,45,132918000,1654340000
8,171,4,181,24163800000,883,1.3986,83553,0.04,55,8,8363790,45,112572000,1656010000
7,176,4,155,24162800000,1528,2.02532,83982,0.01,55,9,8118420,50,155464000,1657040000
6,176,4,211,24161700000,982,5.02793,84377,0.01,56,7,8635300,66,138934000,1659620000
10,181,4,192,24160600000,946,1.79028,84735,0.18,56,11,8305620,68,160701000,1661320000
6,181,3,182,24159700000,1406,3.003,85126,0.07,56,7,7841320,72,118486000,1662610000
2,186,3,180,24158800000,992,2.28426,85459,0.02,56,3,8755440,81,166136000,1664270000
6,186,4,198,24157800000,869,1.28535,85853,0.17,56,7,8192550,81,160589000,1666520000
7,191,4,206,24156600000,1084,6.00962,86242,0.1,57,10,8633580,99,140097000,1672100000
3,191,3,193,24155900000,1771,2.24359,86658,0.18,57,3,7779620,99,126492000,1671970000
6,196,3,195,24155100000,1208,1.08932,86970,0.06,57,8,8976370,100,137952000,1673760000
7,196,4,202,24154100000,1198,1.28535,87429,0.12,57,8,8389920,100,141152000,1687630000
4,201,3,208,24153400000,953,1.75824,87818,0.05,57,5,8935090,100,119776000,1690120000
3,201,3,219,24152600000,1060,2.04082,88273,0.51,57,5,8393430,117,114987000,1695900000
4,206,3,229,24152100000,459,1.45631,88714,0.69,57,4,8387820,117,128979000,1695550000
7,206,3,215,24151000000,504,1.54242,89126,0.49,57,8,8399590,117,145611000,1696430000
1,211,2,262,24150400000,1292,2.45614,89515,0.35,57,1,6688380,133,136807000,1696400000
7,211,3,233,24149600000,427,2.73684,89800,0.4,66,10,8549540,133,145257000,1702460000
8,216,3,253,24148800000,1060,1.37931,90275,0.31,66,9,8694880,134,129692000,1704660000
7,216,3,251,24147900000,1086,0.956938,90710,0.19,66,8,8445010,134,123049000,1705800000
2,221,2,239,24147300000,1295,1.69492,91128,0.07,66,3,7834670,141,148878000,1707650000
200,266,0,3353,24146500000,170001,0,91762,0.03,218,200,216970,152,203914000,1844910000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
200,300,10,3205,24084700000,6536,96.0478,97626,2.37,218,200,20263400,152,394929000,1829940000
1,300,15,210,24061900000,1355,97.3994,99549,3.22,218,1,29680400,152,422974000,1706240000
200,300,0,992,24060600000,123394,0,102511,0.15,218,200,27310,152,444941000,1612390000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
74,205,29,4132,24008400000,174319,95.747,207,7.3,218,200,67801700,152,375056000,1860400000
6,205,19,214,23980000000,1384,94.3352,6532,3.74,218,6,40172400,152,246113000,1846390000
4,200,2,212,23978400000,970,98.6577,9939,1.4,135,4,1537760,152,325194000,1727190000
71,195,0,278,23976900000,3724,0,10223,0.35,114,71,322542,152,280369000,1637450000
71,195,0,278,23976900000,3724,0,10223,0.35,114,71,322542,152,280369000,1637450000
117,195,0,325,23976800000,8,0,10249,0.13,137,117,105479,152,307371000,1639300000
200,170,0,950,23976700000,140940,0,10306,0,218,200,0,152,254685000,1654420000
200,130,0,1566,23976500000,112128,0,10359,0.05,218,200,0,152,282239000,1661710000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
