activeThreads,clients,cpu,fileDescriptors,free_disk_space,httpMeanTimes,httpSystemErrors,http_Gobal_Hits,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesSent,usedConnections,usedMemory,usedPhysicalMemorySize
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
200,47,0,1803,23976000000,106767,0,10560,0.05,218,200,0,152,312605000,1672790000
2,43,7,262,23965000000,887097,92.029,10560,0.05,218,2,15854100,152,253152000,1698960000
2,43,0,210,23964600000,887097,92.029,11802,0.05,28,2,221,152,292879000,1675650000
2,42,0,210,23964200000,887097,92.029,11802,0.05,28,2,214,152,327711000,1654480000
2,42,0,210,23963800000,887097,92.029,11802,0.02,28,2,214,152,361036000,1654380000
2,43,0,210,23963800000,887097,92.029,11802,0.01,28,2,214,152,376322000,1644200000
3,43,0,211,23963800000,887097,92.029,11802,0,28,3,213,152,266726000,1644510000
3,39,0,211,23963800000,887097,92.029,11802,0,28,3,213,152,279460000,1644500000
3,39,0,211,23963800000,887097,92.029,11802,0,28,3,212,152,293356000,1644500000
3,43,0,211,23963800000,887097,92.029,11802,0,28,3,213,152,306269000,1644470000
7,43,0,215,23963800000,887097,92.029,11802,0,28,7,213,152,319789000,1644630000
6,39,0,213,23963700000,4785490,100,11803,0,28,6,0,152,348106000,1644550000
6,39,0,213,23963700000,4785490,100,11803,0,28,6,0,152,348106000,1644550000
6,42,0,214,23963700000,4785490,100,11803,0,28,6,402,152,362509000,1644610000
9,42,0,217,23963700000,4785490,100,11803,0,29,9,202,152,376026000,1644720000
9,39,0,217,23963700000,4785490,100,11803,0.2,28,9,203,152,266049000,1644670000
9,39,0,217,23963700000,4785490,100,11803,0.07,29,9,202,152,279302000,1644790000
9,40,0,217,23963700000,4785490,100,11803,0.07,29,9,203,152,293002000,1644790000
10,40,0,218,23963600000,4785490,100,11803,0.03,29,10,204,152,307359000,1644950000
10,43,0,218,23963600000,4785490,100,11803,0.01,29,10,205,152,320068000,1644960000
13,43,0,221,23963600000,4785490,100,11803,0,32,13,206,152,334525000,1645260000
13,39,0,221,23963600000,4785490,100,11803,0,32,13,204,152,347748000,1645320000
13,39,0,221,23963600000,4785490,100,11803,0,32,13,203,152,361106000,1645310000
13,42,0,221,23963600000,4785490,100,11803,0,32,13,203,152,374666000,1645340000
16,42,0,224,23963500000,4785490,100,11803,0,35,16,199,152,261441000,1645760000
16,45,0,224,23963500000,4785490,100,11803,0,35,16,203,152,275225000,1645800000
19,45,0,227,23963500000,4785490,100,11803,0.07,38,19,203,152,290236000,1646350000
19,43,0,227,23963500000,4785490,100,11803,0.06,38,19,204,152,302703000,1647410000
19,43,0,227,23963500000,4785490,100,11803,0.06,38,19,202,152,316986000,1649540000
19,44,0,227,23963400000,4785490,100,11803,0.11,38,19,203,152,331108000,1650070000
20,44,0,228,23963400000,4785490,100,11803,0.04,39,20,202,152,344660000,1650730000
20,42,0,228,23963400000,4785490,100,11803,0.08,39,20,202,152,357948000,1650960000
20,42,0,228,23963400000,4785490,100,11803,0.03,39,20,204,152,371883000,1651430000
20,42,0,228,23963400000,4785490,100,11803,0.01,39,20,201,152,384882000,1651680000
20,42,0,228,23963400000,4785490,100,11803,0,39,20,203,152,272641000,1652540000
20,39,0,228,23963400000,4785490,100,11803,0.08,39,20,202,152,285740000,1654700000
20,39,0,228,23963300000,4785490,100,11803,0.03,39,20,202,152,299760000,1654700000
20,37,0,228,23963300000,4785490,100,11803,0.09,39,20,202,152,313927000,1655620000
20,37,0,228,23963300000,4785490,100,11803,0.09,39,20,200,152,327104000,1657560000
20,38,0,228,23963300000,4785490,100,11803,0.03,39,20,203,152,341124000,1670300000
21,38,0,229,23963300000,4785490,100,11803,0.01,40,21,203,152,361928000,1684900000
21,39,0,229,23963300000,4785490,100,11803,0,40,21,202,152,375384000,1693140000
21,39,0,229,23963300000,1294210,0,11803,0.09,41,21,41160,152,389392000,1709220000
21,39,0,229,23963300000,1294210,0,11804,0.06,40,21,202,152,276577000,1722760000
21,39,0,229,23963300000,1294210,0,11804,0.02,40,21,200,152,290020000,1736880000
21,41,0,229,23963200000,1294210,0,11804,0.01,40,21,199,152,303828000,1750570000
23,41,0,231,23963200000,1294210,0,11804,0.22,42,23,201,152,317528000,1763110000
23,39,0,231,23963200000,1294210,0,11804,0.3,42,23,201,152,332083000,1777440000
23,39,0,231,23963200000,1294210,0,11804,0.78,42,23,200,152,345451000,1784800000
23,43,0,231,23963200000,1294210,0,11804,0.35,42,23,199,152,358980000,1787710000
27,43,0,235,23963200000,1294210,0,11804,0.13,46,27,201,152,373923000,1791210000
27,47,0,235,23963200000,1294210,0,11804,0.05,46,27,202,152,386991000,1791990000
32,47,0,241,23963100000,1294210,0,11804,0.02,52,32,201,152,275071000,1795200000
32,50,0,240,23963100000,1294210,0,11804,0.01,51,32,201,152,289549000,1797370000
35,50,0,243,23963100000,1294210,0,11804,0,54,35,200,152,304233000,1800470000
35,50,0,243,23963100000,1294210,0,11804,0,54,35,200,152,318016000,1802510000
35,50,0,243,23963000000,1294210,0,11804,0,54,35,201,152,332425000,1803600000
35,49,0,243,23963000000,1294210,0,11804,0.14,54,35,199,152,345669000,1803600000
35,49,0,243,23963000000,1294210,0,11804,0.05,54,35,201,152,359721000,1803560000
35,48,0,243,23963000000,1294210,0,11804,0.02,54,35,202,152,373943000,1803600000
35,48,0,243,23963000000,1294210,0,11804,0.01,54,35,202,152,388265000,1803560000
35,52,0,243,23963000000,1294210,0,11804,0,54,35,202,152,275685000,1803690000
39,52,0,247,23963000000,1294210,0,11804,0,58,39,201,152,290260000,1804040000
39,48,0,247,23962900000,1294210,0,11804,0.08,58,39,199,152,304479000,1804200000
39,48,0,247,23962900000,1294210,0,11804,0.03,58,39,202,152,318199000,1804210000
39,52,0,247,23962900000,1294210,0,11804,0.05,58,39,199,152,332737000,1809730000
43,52,0,251,23962900000,1294210,0,11804,0.02,62,43,202,152,347715000,1810370000
43,51,0,251,23962900000,1294210,0,11804,0.01,62,43,202,152,361956000,1810320000
43,51,0,251,23962900000,1294210,0,11804,0,62,43,202,152,376500000,1810350000
43,50,0,251,23962800000,1294210,0,11804,0,62,43,199,152,390196000,1810480000
43,50,0,251,23962800000,1294210,0,11804,0,62,43,200,152,277299000,1810460000
43,48,0,250,23962800000,1294210,0,11804,0,61,43,0,152,306369000,1810530000
43,48,0,250,23962800000,1294210,0,11804,0,62,43,199,152,320035000,1812250000
43,47,0,250,23962800000,1294210,0,11804,0,62,43,199,152,320035000,1812250000
43,47,0,251,23962800000,1294210,0,11804,0,63,43,402,152,334904000,1812250000
43,47,0,251,23962800000,1294210,0,11804,0,62,43,201,152,349472000,1812230000
43,47,0,251,23962800000,1294210,0,11804,0,62,43,201,152,362883000,1812410000
43,47,0,251,23962700000,1294210,0,11804,0,62,43,201,152,377079000,1812390000
43,47,0,250,23962700000,1294210,0,11804,0,61,43,0,152,278346000,1812430000
43,47,0,250,23962700000,1294210,0,11804,0,61,43,0,152,278346000,1812430000
43,47,0,251,23962700000,1294210,0,11804,0,63,43,398,152,292892000,1812710000
43,43,0,251,23962700000,1294210,0,11804,0,62,43,199,152,306887000,1812550000
43,43,0,251,23962700000,1294210,0,11804,0,62,43,201,152,321309000,1812570000
43,46,0,251,23962700000,1294210,0,11804,0,62,43,201,152,335121000,1812770000
43,46,0,251,23962700000,1294210,0,11804,0,62,43,201,152,363130000,1812970000
46,46,0,254,23962700000,1294210,0,11804,0,66,46,200,152,377884000,1813790000
46,46,0,254,23962700000,1294210,0,11804,0,65,46,199,152,272203000,1813990000
44,44,0,252,23962600000,1568850,0,11804,0.08,65,44,82120,152,287313000,1814020000
0,44,0,208,23961700000,2897720,97.7273,11806,0.03,63,0,1233030,152,385966000,1815110000
0,44,0,208,23961300000,2897720,97.7273,11850,0.01,28,0,217,152,289278000,1811190000
0,44,0,208,23960900000,2897720,97.7273,11850,0,28,0,209,152,322985000,1810800000
0,44,0,208,23960800000,2897720,97.7273,11850,0,28,0,208,152,343722000,1811040000
0,46,0,208,23960800000,2897720,97.7273,11850,0,28,0,211,152,357422000,1811000000
2,46,0,210,23960800000,2897720,97.7273,11850,0,28,2,0,152,384769000,1811020000
2,42,0,210,23960800000,2897720,97.7273,11850,0,28,2,0,152,384769000,1811020000
2,42,0,210,23960800000,1,100,11850,0,28,2,608,152,274179000,1811150000
2,42,0,210,23960700000,1,100,11851,0,28,2,192,152,287991000,1811420000
2,42,0,210,23960700000,1,100,11851,0,28,2,194,152,301933000,1811550000
2,38,0,210,23960700000,1,100,11851,0,28,2,195,152,315537000,1811680000
2,38,0,210,23960700000,1,100,11851,0,28,2,195,152,328624000,1811670000
2,34,0,210,23960700000,1,100,11851,0,28,2,194,152,341344000,1811670000
2,34,0,210,23960700000,1,100,11851,0,28,2,194,152,354779000,1811750000
2,37,0,210,23960700000,1,100,11851,0,28,2,195,152,368370000,1811780000
5,37,0,213,23960700000,1,100,11851,0,28,5,195,152,382754000,1811780000
5,33,0,213,23960700000,1,100,11851,0,28,5,193,152,395355000,1811780000
5,33,0,213,23960600000,1,100,11851,0,28,5,193,152,286232000,1811840000
5,34,0,213,23960600000,1,100,11851,0,28,5,195,152,298696000,1811890000
6,34,0,214,23960600000,1,100,11851,0,28,6,195,152,313050000,1811870000
6,36,0,214,23960600000,1,100,11851,0.13,28,6,195,152,326057000,1812030000
8,36,0,216,23960600000,1,100,11851,0.05,28,8,194,152,340403000,1812030000
8,36,0,216,23960600000,1,100,11851,0.02,28,8,195,152,367059000,1812050000
8,36,0,215,23960500000,1,100,11851,0.01,28,8,0,152,367059000,1812160000
8,32,0,216,23960500000,1,100,11851,0,28,8,385,152,379783000,1812200000
8,32,0,216,23960500000,1,100,11851,0,28,8,194,152,399939000,1812310000
8,31,0,216,23960500000,1,100,11851,0.05,28,8,195,152,285640000,1812340000
8,31,0,216,23960500000,1,100,11851,0.02,28,8,196,152,305917000,1812340000
7,27,0,215,23960500000,1391220,0,11851,0.01,28,7,41156,152,318948000,1812480000
7,27,0,215,23960400000,1391220,0,11852,0,28,7,202,152,333230000,1812610000
6,23,0,214,23960400000,1511300,0,11852,0,28,6,41159,152,346399000,1812570000
6,23,0,214,23960400000,1511300,0,11853,0,28,6,201,152,360470000,1812540000
6,26,0,214,23960400000,1511300,0,11853,0,28,6,198,152,373469000,1812570000
9,26,0,217,23960400000,1511300,0,11853,0,29,9,199,152,387651000,1812760000
9,29,0,217,23960400000,1511300,0,11853,0.05,28,9,198,152,400980000,1812710000
12,29,0,220,23960400000,1511300,0,11853,0.02,31,12,200,152,295817000,1812960000
12,29,0,220,23960400000,1511300,0,11853,0.01,31,12,202,152,308822000,1812960000
12,29,0,220,23960300000,1511300,0,11853,0,31,12,202,152,322977000,1813100000
11,32,0,219,23960300000,1390150,0,11853,0,31,11,41161,152,336354000,1813100000
14,32,0,222,23960300000,1390150,0,11854,0,33,14,202,152,351584000,1813390000
14,28,0,222,23960300000,1390150,0,11854,0,33,14,200,152,364967000,1813480000
14,28,0,222,23960300000,1390150,0,11854,0,33,14,201,152,385611000,1813580000
14,25,0,222,23960200000,1390150,0,11854,0,33,14,200,152,398546000,1813550000
14,25,0,222,23960200000,1390150,0,11854,0,34,14,200,152,299978000,1813820000
13,26,0,221,23960200000,1750750,0,11854,0.08,33,13,41160,152,312825000,1813840000
15,26,0,223,23960200000,1750750,0,11855,0.03,34,15,203,152,334884000,1813980000
13,26,0,221,23960200000,1750450,0,11855,0.64,34,13,82120,152,347871000,1813950000
13,26,0,221,23960200000,1750450,0,11857,0.52,32,13,201,152,362370000,1813700000
12,24,0,220,23960100000,1630040,0,11857,0.19,32,12,41162,152,375823000,1813810000
13,24,0,221,23960100000,1630040,0,11858,0.11,32,13,203,152,390948000,1813700000
13,28,0,221,23960100000,1630040,0,11858,0.04,32,13,202,152,403228000,1813860000
17,28,0,225,23960100000,1630040,0,11858,0.02,36,17,202,152,291624000,1814340000
18,31,0,226,23960100000,1630040,0,11858,0.01,38,18,201,152,305124000,1814500000
21,31,0,229,23960000000,1630040,0,11858,0,40,21,202,152,327154000,1814880000
21,27,0,229,23960000000,1630040,0,11858,0,40,21,201,152,340408000,1814880000
21,27,0,230,23960000000,1630040,0,11858,0,40,21,200,153,354710000,1814990000
20,30,0,229,23960000000,2110440,0,11858,0,40,20,41161,153,368117000,1815130000
23,30,0,232,23960000000,2110440,0,11859,0,42,23,202,153,383876000,1815230000
23,31,0,235,23959900000,2110440,0,11859,0,42,23,200,156,397763000,1815500000
24,31,0,239,23959900000,2110440,0,11859,0,43,24,201,159,286706000,1815610000
24,31,0,241,23959900000,2110440,0,11859,0,43,24,200,161,302252000,1815740000
24,31,0,245,23959800000,2110440,0,11859,0,43,24,201,165,317402000,1815740000
24,29,0,245,23959800000,2110440,0,11859,0,43,24,201,165,330905000,1815900000
24,29,0,245,23959800000,2110440,0,11859,0,43,24,200,165,345734000,1815870000
24,30,0,245,23959700000,2110440,0,11859,0,43,24,201,165,360859000,1816010000
0,30,0,221,23959100000,1102430,100,11859,0.08,43,0,665265,165,297321000,1817330000
0,26,0,221,23958700000,1102430,100,11884,0.03,28,0,204,165,333333000,1816100000
0,26,0,222,23958600000,1102430,100,11884,0.01,28,0,202,166,355710000,1815810000
0,23,0,223,23958600000,1102430,100,11884,0.05,28,0,202,167,368485000,1816050000
0,23,0,224,23958600000,1102430,100,11884,0.02,28,0,202,168,383259000,1816430000
0,23,0,228,23958600000,1102430,100,11884,0.01,28,0,201,172,398562000,1816280000
0,23,0,230,23958600000,1102430,100,11884,0,28,0,202,174,287056000,1816240000
0,19,0,237,23958600000,1102430,100,11884,0,28,0,201,181,305038000,1815370000
0,19,0,238,23958600000,1102430,100,11884,0,28,0,199,182,311081000,1815150000
0,15,0,193,23958600000,1102430,100,11884,0,28,0,0,138,321026000,1812920000
0,15,0,193,23958600000,1102430,100,11884,0,28,0,0,138,321026000,1812920000
0,14,0,194,23958600000,1102430,100,11884,0,28,0,392,138,326002000,1812580000
0,14,0,194,23958500000,1102430,100,11884,0,28,0,197,138,330735000,1812710000
0,14,0,194,23958500000,1102430,100,11884,0,28,0,199,138,336039000,1811720000
0,14,0,194,23958500000,1102430,100,11884,0,28,0,198,138,340753000,1811430000
0,15,0,194,23958500000,1102430,100,11884,0,28,0,198,138,345489000,1811370000
0,15,0,197,23958300000,19,0,11884,0.14,28,0,1172400,140,403391000,1811820000
0,16,0,197,23958300000,13,0,11930,0.05,28,0,872887,140,298976000,1811790000
1,16,1,198,23958000000,17,0,11986,0.02,28,1,3028810,140,372165000,1813240000
0,15,1,196,23957900000,13,0,12087,0.01,28,0,1890060,140,398710000,1813410000
0,15,1,197,23957800000,14,0,12200,0,28,0,2767040,140,298938000,1813540000
0,13,1,198,23957500000,16,0,12313,0,28,0,1985810,140,393101000,1813790000
0,13,1,197,23957300000,14,0,12425,0,28,0,2036180,140,317177000,1814160000
0,13,1,197,23957000000,16,0,12538,0,28,0,2050110,140,307103000,1814710000
0,13,1,196,23956900000,13,0,12650,0.06,28,0,2865300,139,336990000,1815010000
0,13,1,196,23956800000,12,0,12761,0.02,28,0,2515970,139,371025000,1815160000
0,13,1,196,23956700000,13,0,12873,0.01,28,0,2127710,139,401232000,1815910000
0,14,1,197,23956400000,16,0,12987,0,28,0,2126080,140,384129000,1816330000
0,14,1,197,23956000000,14,0,13100,0.12,28,0,3290520,140,361584000,1816750000
0,13,2,198,23955500000,15,0,13260,0.11,28,0,3333750,140,383735000,1817470000
0,18,1,198,23955200000,13,0,13431,0.04,28,0,4487020,140,353500000,1818160000
1,23,3,199,23954000000,89,0,13600,0.05,28,1,7560040,142,402912000,1819930000
1,28,3,203,23952800000,106,0,13893,0.02,28,1,8377020,142,312196000,1822000000
0,33,3,211,23951700000,280,0,14280,0.06,29,0,8490580,143,336972000,1824420000
1,38,3,215,23950600000,528,0.26455,14678,0.02,29,2,8283440,143,356363000,1826250000
4,43,3,216,23949400000,647,0.576369,15056,0.01,29,4,8389210,142,404590000,1828210000
7,48,3,216,23948500000,826,0.283286,15403,0,29,8,8130180,141,394654000,1830090000
7,53,3,223,23947600000,1033,1.08108,15756,0,35,8,8628120,142,359391000,1832860000
5,58,3,215,23946600000,1461,0.564972,16126,0.04,35,6,8522760,142,352270000,1834220000
6,63,3,222,23945600000,921,0.626959,16480,0.01,35,6,8511930,141,356237000,1836510000
7,68,3,235,23944600000,1650,0.615385,16799,0.07,35,9,8360490,149,330598000,1838120000
3,73,3,226,23943800000,1169,0.540541,17124,0.16,35,4,8835600,149,403932000,1839470000
7,78,3,233,23942800000,1044,0.795756,17494,0.17,35,7,8488830,144,395050000,1841430000
10,83,2,230,23942200000,1320,0.606061,17871,0.17,36,11,8203520,144,390863000,1843060000
3,88,3,231,23941500000,1752,1.85185,18201,0.06,36,7,8857500,142,324041000,1844730000
11,93,3,236,23940500000,1004,1.75953,18579,0.09,36,13,8324120,142,302328000,1846780000
14,98,3,241,23939600000,1427,1.19617,18920,0.16,41,15,8748400,146,407199000,1849030000
8,103,3,240,23938700000,1632,0.761421,19338,0.21,41,10,8829940,146,379817000,1850550000
7,108,3,243,23937900000,1074,0.485437,19732,0.08,41,8,8612820,143,306630000,1851850000
5,113,2,240,23937100000,1688,1.79487,20144,0.03,41,10,8467180,147,340719000,1853370000
5,118,2,279,23936300000,1368,1.58228,20534,0.01,41,7,8386450,147,340719000,1854320000
9,123,3,262,23934400000,2038,1.40056,21195,0.29,41,11,8755790,150,344040000,1858220000
9,128,3,262,23934400000,2038,1.40056,21195,0.29,41,11,8755790,150,344040000,1858220000
11,133,3,254,23933400000,1204,1.53846,21552,0.14,41,13,8651620,150,349012000,1859630000
8,138,3,254,23932600000,1358,1.04712,21942,0.05,43,8,8751270,158,410394000,1861150000
8,143,3,249,23930800000,1023,1.05541,22711,0.33,45,9,8531240,158,349910000,1846650000
8,148,3,249,23930800000,1023,1.05541,22711,0.33,45,9,8531240,158,349910000,1846650000
12,153,3,260,23929800000,864,0.286533,23090,0.18,45,12,8554800,156,357974000,1849310000
6,158,3,257,23929000000,1681,0.455581,23439,0.27,47,7,8910220,158,432295000,1851380000
9,163,3,269,23928100000,925,0.219298,23878,0.1,47,10,8849650,158,420065000,1853080000
12,168,3,278,23927100000,1036,0.765306,24334,0.04,51,13,8512520,160,399631000,1854280000
11,173,2,298,23925400000,1482,0.857143,25166,0,62,11,7834060,173,423477000,1857860000
8,178,3,281,23924500000,960,1.44928,25516,0,62,8,8455500,173,395211000,1859670000
1,183,2,298,23923900000,1396,3.46821,25930,0.49,62,1,7594330,185,422587000,1859390000
5,188,3,299,23922900000,529,1.2987,26276,0.18,64,6,7790900,201,392903000,1862370000
8,193,3,314,23921700000,620,2.76382,26661,0.07,64,9,8129120,201,322566000,1847570000
4,198,3,280,23920600000,1205,2.49377,27059,0.48,64,5,8587460,191,376759000,1849670000
8,203,4,304,23919300000,774,2.73684,27460,0.29,64,8,9356430,204,410945000,1852870000
11,208,4,385,23918300000,1126,1.90476,27935,0.93,65,13,8871220,239,336019000,1856850000
11,213,3,363,23917000000,988,7.53247,28355,0.65,65,11,8424810,239,186982000,1857170000
2,218,2,318,23916200000,1278,2.48447,28740,0.28,65,2,7579890,233,231035000,1856660000
14,223,3,435,23915000000,915,3.02267,29062,0.8,68,15,8294150,278,274096000,1860100000
15,228,2,395,23914300000,1605,3.79747,29459,1.21,68,15,7111400,278,193663000,1860960000
3,233,3,386,23913300000,939,4.11765,29775,0.45,68,3,8493230,278,193017000,1845020000
120,238,2,460,23912500000,1479,5.80357,30115,0.16,142,120,4925410,283,217030000,1855720000
198,243,1,590,23912300000,34441,8.13953,30339,0.31,218,200,1695830,283,286918000,1845800000
197,258,1,806,23912000000,95681,8.43373,30502,0.07,218,200,1525350,283,260212000,1851760000
200,268,1,1184,23911700000,14396,1.88679,30696,0.15,218,200,937788,283,258570000,1858270000
200,288,1,1763,23911300000,16492,6.06061,30855,0.05,218,200,545790,283,267506000,1846380000
200,288,1,1763,23911300000,16492,6.06061,30855,0.05,218,200,545790,283,267506000,1846380000
198,288,4,1037,23905100000,137392,96.4589,30888,3.41,218,200,8382100,283,211869000,1862640000
200,288,1,1763,23911300000,16492,6.06061,30855,0.05,218,200,545790,283,267506000,1846380000
200,288,1,1763,23911300000,16492,6.06061,30855,0.05,218,200,545790,283,267506000,1846380000
200,288,1,1763,23911300000,16492,6.06061,30855,0.05,218,200,545790,283,267506000,1846380000
198,293,4,1037,23905100000,137392,96.4589,30888,3.41,218,200,8382100,283,211869000,1862640000
198,293,4,1037,23905100000,137392,96.4589,30888,3.41,218,200,8382100,283,211869000,1862640000
47,293,3,398,23899800000,2454,93.9577,31594,1.29,218,47,7504200,283,293895000,1821770000
119,298,1,457,23899700000,28049,0,32256,0.59,138,119,852543,283,331124000,1787960000
158,300,1,499,23899600000,62958,3.92157,32309,0.25,181,159,961021,283,235171000,1786830000
197,300,1,1059,23899300000,146659,6,32464,0.06,218,200,847229,283,334044000,1794670000
200,300,1,1526,23899200000,212903,0,32624,0.13,218,200,757883,283,309016000,1804300000
198,300,1,1826,23899000000,114935,5.26316,32720,0.06,218,200,1011280,283,252985000,1808850000
198,300,1,1826,23899000000,114935,5.26316,32720,0.06,218,200,1011280,283,252985000,1808850000
198,300,1,1826,23899000000,114935,5.26316,32720,0.06,218,200,1011280,283,252985000,1808850000
198,300,1,1826,23899000000,114935,5.26316,32720,0.06,218,200,1011280,283,252985000,1808850000
198,300,1,1826,23899000000,114935,5.26316,32720,0.06,218,200,1011280,283,252985000,1808850000
198,300,1,1826,23899000000,114935,5.26316,32720,0.06,218,200,1011280,283,252985000,1808850000
0,300,5,342,23889300000,41142,95.9449,32777,0.05,218,1,13099500,283,342604000,1833870000
66,300,1,409,23889000000,3128,21.978,34084,0.05,171,66,1464390,283,280192000,1829610000
188,300,1,526,23888900000,2639,0,34175,0.09,207,188,951796,283,313354000,1804040000
199,300,1,584,23888800000,30415,1.63934,34230,0.07,218,200,971175,283,343137000,1806070000
198,300,1,763,23888600000,11494,3.92157,34350,0.05,218,200,782762,284,277656000,1808540000
200,300,1,944,23888500000,8644,3.77358,34462,0.05,218,200,935154,284,339075000,1811020000
199,300,1,1217,23888300000,10892,3.7037,34626,0.13,218,200,1007580,285,308402000,1815330000
199,300,1,1217,23888300000,10892,3.7037,34626,0.13,218,200,1007580,285,308402000,1815330000
199,300,1,1217,23888300000,10892,3.7037,34626,0.13,218,200,1007580,285,308402000,1815330000
199,300,1,1217,23888300000,10892,3.7037,34626,0.13,218,200,1007580,285,308402000,1815330000
199,300,1,1217,23888300000,10892,3.7037,34626,0.13,218,200,1007580,285,308402000,1815330000
39,300,3,381,23883200000,141018,90.9959,34680,0.12,218,40,7747190,285,281595000,1827190000
88,300,1,428,23882400000,5663,46.5753,35413,0.08,200,88,2170920,285,273704000,1827890000
185,300,1,525,23882300000,2581,0,35559,0.13,205,185,1356440,285,315962000,1815670000
199,300,1,710,23882200000,8838,1.6129,35695,0.2,218,200,926650,285,377806000,1816130000
199,300,1,924,23882000000,8510,1.6129,35829,0.07,218,200,1080430,285,314704000,1819710000
199,300,4,1065,23881900000,8766,3.33333,35961,0.01,218,200,985265,285,260533000,1822010000
198,300,1,1115,23881800000,12761,6.75676,36021,0,218,200,1198020,285,295012000,1822500000
198,300,1,1115,23881800000,12761,6.75676,36021,0,218,200,1198020,285,295012000,1822500000
198,300,1,1115,23881800000,12761,6.75676,36021,0,218,200,1198020,285,295012000,1822500000
198,300,1,1115,23881800000,12761,6.75676,36021,0,218,200,1198020,285,295012000,1822500000
1,300,3,346,23877200000,149937,91.172,36095,0.2,218,4,6801070,285,318859000,1831520000
7,300,1,350,23876300000,3556,60.8187,36752,0.1,189,7,2908750,285,337465000,1830190000
127,300,1,475,23876100000,3642,2.53165,36923,0.07,189,127,1972230,285,380230000,1819400000
174,300,1,521,23876000000,8231,1.78571,37002,0.03,199,174,1351430,285,281709000,1818040000
200,300,1,596,23875900000,6386,0,37058,0.01,218,200,1106390,285,313800000,1821380000
198,300,1,906,23875800000,26926,3.84615,37245,0,218,200,1017950,285,280115000,1828290000
198,300,1,1049,23875600000,55001,5.76923,37356,0,218,200,993680,285,340612000,1831120000
198,300,1,1049,23875600000,55001,5.76923,37356,0,218,200,993680,285,340612000,1831120000
198,300,1,1049,23875600000,55001,5.76923,37356,0,218,200,993680,285,340612000,1831120000
198,300,1,1049,23875600000,55001,5.76923,37356,0,218,200,993680,285,340612000,1831120000
175,300,2,517,23872400000,179402,85.9307,37408,0,218,177,5210140,285,297673000,1836770000
107,300,1,447,23870900000,14468,71.8367,37870,1.08,218,107,3171150,285,397552000,1840320000
86,300,1,426,23870100000,35220,57.1429,38115,0.43,179,86,2344270,285,275808000,1832650000
187,300,1,530,23870000000,4487,0,38276,0.16,206,187,1700880,285,322174000,1830930000
199,300,1,700,23869800000,20920,4.41176,38414,0.02,218,200,1185190,285,386528000,1832810000
199,300,1,760,23869800000,17302,2.08333,38482,0.01,218,200,834549,285,293810000,1834250000
195,300,1,893,23869700000,29962,7.93651,38598,0.16,218,200,944874,285,362653000,1836580000
198,300,1,991,23869600000,16110,5.97015,38661,0.06,218,200,1307180,285,403009000,1838800000
198,300,1,991,23869600000,16110,5.97015,38661,0.06,218,200,1307180,285,403009000,1838800000
198,300,1,991,23869600000,16110,5.97015,38661,0.06,218,200,1307180,285,403009000,1838800000
198,300,1,764,23867600000,16045,4.34783,39033,1,218,200,1220840,285,363796000,1841950000
