"node0","node1","node2","node3","node4","node5","node6","node7","node8","node9","node10","node11","node12","node13","node14","node15","node16","node17","node18","node19","node20","node21","node22","node23","node24","node25","node26","node27","node28","node29","node30","node31","node32","node33","node34","node35","node36","node37","node38","node39","node40","node41","node42","node43","node44","node45","node46","node47","node48","node49"
"57.0","168.0","0.0","660.0","0.0","38.0","38.0","19.0","0.0","5.0","24.0","3.0","3.0","0.0","6.0","5.0","5.0","5.0","5.0","60.0","0.0","3.0","2.0","6.0","0.0","0.0","0.0","2.0","0.0","24.0","0.0","0.0","16.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"133.0","210.0","49.0","660.0","10.0","24.0","24.0","19.0","6.0","12.0","20.0","9.0","9.0","0.0","7.0","6.0","6.0","6.0","6.0","60.0","4.0","4.0","64.0","4.0","2.0","0.0","4.0","0.0","0.0","24.0","0.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0"
"40.0","156.0","0.0","660.0","2.0","24.0","24.0","24.0","2.0","3.0","16.0","3.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","60.0","0.0","5.0","0.0","4.0","0.0","0.0","1.0","0.0","0.0","24.0","0.0","0.0","16.0","2.0","2.0","0.0","0.0","0.0","0.0","17.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"365.0","561.0","49.0","660.0","38.0","28.0","28.0","16.0","30.0","25.0","20.0","20.0","20.0","23.0","6.0","6.0","6.0","6.0","6.0","60.0","2.0","6.0","4.0","6.0","2.0","17.0","5.0","3.0","3.0","24.0","0.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","2.0","0.0","0.0","1.0","4.0"
"265.0","371.0","98.0","660.0","32.0","40.0","38.0","30.0","20.0","30.0","27.0","22.0","22.0","8.0","14.0","14.0","14.0","14.0","14.0","60.0","7.0","10.0","4.0","8.0","4.0","7.0","2.0","2.0","3.0","24.0","1.0","8.0","16.0","2.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","6.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1086.0","672.0","392.0","660.0","85.0","60.0","60.0","61.0","54.0","76.0","57.0","60.0","60.0","19.0","37.0","34.0","34.0","34.0","34.0","60.0","24.0","18.0","12.0","13.0","18.0","3.0","15.0","9.0","8.0","24.0","12.0","0.0","17.0","0.0","0.0","6.0","6.0","6.0","0.0","15.0","9.0","5.0","1.0","6.0","2.0","0.0","2.0","5.0","2.0","2.0"
"1488.0","1030.0","861.0","660.0","243.0","182.0","182.0","107.0","182.0","142.0","128.0","116.0","115.0","122.0","46.0","46.0","46.0","46.0","46.0","60.0","45.0","37.0","15.0","38.0","25.0","25.0","34.0","12.0","13.0","24.0","14.0","8.0","17.0","3.0","3.0","11.0","10.0","10.0","0.0","0.0","2.0","5.0","115.0","11.0","7.0","4.0","4.0","0.0","8.0","4.0"
"1738.0","769.0","1291.0","660.0","300.0","278.0","278.0","174.0","189.0","174.0","240.0","134.0","134.0","117.0","53.0","52.0","52.0","52.0","52.0","60.0","63.0","40.0","16.0","58.0","42.0","43.0","15.0","12.0","12.0","24.0","13.0","12.0","16.0","6.0","6.0","10.0","6.0","7.0","5.0","0.0","3.0","1.0","1.0","6.0","0.0","2.0","0.0","4.0","5.0","4.0"
"1411.0","991.0","1225.0","660.0","220.0","226.0","226.0","194.0","134.0","132.0","204.0","113.0","113.0","107.0","49.0","49.0","49.0","49.0","49.0","60.0","62.0","57.0","25.0","43.0","45.0","33.0","24.0","18.0","18.0","24.0","11.0","13.0","17.0","19.0","17.0","10.0","11.0","10.0","22.0","0.0","1.0","8.0","0.0","0.0","4.0","0.0","2.0","0.0","5.0","0.0"
"788.0","489.0","539.0","660.0","126.0","177.0","178.0","98.0","84.0","86.0","143.0","64.0","64.0","44.0","34.0","31.0","31.0","31.0","31.0","60.0","32.0","22.0","22.0","31.0","22.0","16.0","10.0","16.0","17.0","24.0","5.0","4.0","16.0","7.0","7.0","4.0","4.0","4.0","0.0","0.0","2.0","1.0","1.0","2.0","0.0","6.0","0.0","0.0","4.0","0.0"
"1558.0","711.0","841.0","660.0","194.0","173.0","171.0","143.0","130.0","161.0","140.0","117.0","117.0","70.0","63.0","60.0","59.0","59.0","59.0","60.0","51.0","49.0","9.0","33.0","31.0","3.0","28.0","6.0","2.0","24.0","11.0","6.0","17.0","6.0","6.0","7.0","6.0","7.0","2.0","3.0","0.0","6.0","6.0","0.0","6.0","6.0","6.0","2.0","3.0","0.0"
"2429.0","1753.0","1776.0","660.0","450.0","238.0","238.0","278.0","299.0","260.0","245.0","223.0","222.0","179.0","77.0","77.0","77.0","77.0","77.0","60.0","91.0","77.0","47.0","64.0","66.0","23.0","32.0","35.0","35.0","24.0","12.0","32.0","16.0","12.0","12.0","4.0","4.0","5.0","80.0","2.0","4.0","13.0","4.0","4.0","10.0","10.0","13.0","6.0","7.0","0.0"
"1684.0","784.0","1029.0","660.0","257.0","244.0","245.0","214.0","180.0","178.0","216.0","142.0","141.0","102.0","50.0","48.0","48.0","48.0","48.0","60.0","65.0","56.0","17.0","50.0","35.0","39.0","24.0","12.0","13.0","24.0","8.0","17.0","17.0","15.0","15.0","8.0","4.0","4.0","19.0","18.0","5.0","16.0","1.0","7.0","2.0","6.0","19.0","11.0","5.0","0.0"
"2485.0","2144.0","1908.0","660.0","427.0","326.0","324.0","268.0","271.0","275.0","315.0","219.0","219.0","152.0","88.0","85.0","85.0","85.0","85.0","60.0","102.0","62.0","77.0","74.0","67.0","47.0","41.0","54.0","57.0","24.0","14.0","20.0","16.0","16.0","16.0","8.0","4.0","8.0","7.0","10.0","17.0","13.0","5.0","4.0","5.0","9.0","6.0","12.0","9.0","4.0"
"1776.0","1437.0","1176.0","660.0","349.0","207.0","207.0","196.0","242.0","161.0","179.0","133.0","133.0","167.0","54.0","53.0","53.0","53.0","53.0","60.0","60.0","42.0","68.0","45.0","34.0","61.0","30.0","46.0","47.0","24.0","8.0","15.0","16.0","12.0","12.0","11.0","12.0","8.0","5.0","3.0","2.0","5.0","2.0","10.0","6.0","4.0","10.0","4.0","3.0","8.0"
"1616.0","1208.0","1077.0","660.0","271.0","162.0","159.0","175.0","179.0","150.0","162.0","130.0","130.0","109.0","46.0","44.0","44.0","44.0","44.0","60.0","59.0","41.0","23.0","38.0","36.0","96.0","24.0","16.0","17.0","24.0","12.0","22.0","17.0","13.0","13.0","4.0","0.0","0.0","0.0","8.0","7.0","10.0","0.0","6.0","10.0","4.0","8.0","6.0","4.0","6.0"
"1690.0","940.0","1239.0","660.0","240.0","256.0","256.0","161.0","158.0","172.0","199.0","137.0","137.0","71.0","58.0","56.0","56.0","56.0","56.0","60.0","62.0","55.0","16.0","53.0","39.0","7.0","26.0","14.0","8.0","24.0","3.0","9.0","17.0","13.0","13.0","0.0","0.0","0.0","5.0","25.0","2.0","11.0","8.0","5.0","2.0","8.0","0.0","4.0","4.0","0.0"
"2555.0","1987.0","1225.0","660.0","257.0","197.0","195.0","182.0","161.0","179.0","172.0","151.0","151.0","110.0","76.0","70.0","70.0","70.0","70.0","60.0","57.0","58.0","42.0","41.0","47.0","71.0","41.0","31.0","29.0","24.0","14.0","22.0","17.0","8.0","8.0","15.0","12.0","12.0","7.0","10.0","13.0","27.0","3.0","4.0","8.0","5.0","6.0","4.0","7.0","11.0"
"2352.0","1322.0","1273.0","660.0","275.0","161.0","159.0","155.0","165.0","174.0","181.0","134.0","134.0","108.0","72.0","69.0","69.0","69.0","69.0","60.0","72.0","46.0","40.0","36.0","39.0","62.0","28.0","20.0","20.0","24.0","15.0","13.0","17.0","7.0","7.0","5.0","2.0","4.0","5.0","55.0","1.0","2.0","8.0","4.0","10.0","6.0","4.0","2.0","3.0","9.0"
"1632.0","1185.0","729.0","660.0","244.0","150.0","150.0","161.0","160.0","179.0","146.0","143.0","143.0","95.0","56.0","56.0","54.0","54.0","54.0","60.0","48.0","35.0","19.0","35.0","28.0","20.0","18.0","15.0","13.0","24.0","15.0","8.0","16.0","3.0","3.0","8.0","0.0","11.0","4.0","12.0","4.0","0.0","4.0","5.0","6.0","5.0","0.0","8.0","1.0","2.0"
"1353.0","696.0","784.0","660.0","174.0","162.0","164.0","113.0","115.0","117.0","119.0","97.0","97.0","70.0","30.0","29.0","29.0","29.0","29.0","60.0","41.0","36.0","12.0","37.0","28.0","4.0","19.0","11.0","9.0","24.0","10.0","8.0","17.0","7.0","7.0","4.0","6.0","5.0","0.0","0.0","2.0","3.0","6.0","9.0","0.0","2.0","4.0","0.0","4.0","6.0"
"1710.0","1283.0","931.0","660.0","205.0","102.0","102.0","83.0","127.0","113.0","113.0","95.0","95.0","79.0","31.0","31.0","31.0","31.0","31.0","60.0","45.0","28.0","11.0","21.0","31.0","15.0","22.0","9.0","11.0","24.0","7.0","9.0","17.0","2.0","2.0","6.0","6.0","6.0","0.0","0.0","24.0","1.0","2.0","6.0","2.0","3.0","2.0","2.0","2.0","10.0"
"211.0","274.0","343.0","660.0","54.0","88.0","88.0","60.0","30.0","22.0","65.0","18.0","18.0","18.0","5.0","5.0","5.0","5.0","5.0","60.0","9.0","9.0","0.0","15.0","9.0","7.0","2.0","0.0","0.0","24.0","0.0","4.0","17.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","4.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0"
"57.0","204.0","0.0","660.0","18.0","24.0","24.0","45.0","8.0","7.0","20.0","7.0","7.0","12.0","5.0","5.0","5.0","5.0","5.0","60.0","0.0","4.0","6.0","4.0","0.0","4.0","0.0","6.0","8.0","24.0","0.0","0.0","17.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"152.0","287.0","49.0","660.0","14.0","33.0","33.0","37.0","11.0","17.0","24.0","14.0","14.0","4.0","7.0","7.0","7.0","7.0","7.0","60.0","6.0","5.0","0.0","5.0","2.0","2.0","4.0","0.0","0.0","24.0","0.0","2.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0"
"115.0","150.0","0.0","660.0","2.0","30.0","30.0","20.0","0.0","6.0","20.0","2.0","2.0","2.0","11.0","11.0","11.0","11.0","11.0","60.0","0.0","2.0","4.0","5.0","0.0","0.0","0.0","2.0","2.0","24.0","0.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"186.0","150.0","49.0","660.0","8.0","27.0","24.0","25.0","5.0","4.0","18.0","3.0","3.0","2.0","4.0","4.0","4.0","4.0","4.0","60.0","2.0","2.0","4.0","4.0","2.0","3.0","2.0","0.0","0.0","24.0","0.0","0.0","17.0","1.0","1.0","0.0","0.0","0.0","0.0","20.0","3.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97.0","225.0","0.0","660.0","6.0","28.0","28.0","20.0","5.0","16.0","20.0","10.0","10.0","0.0","8.0","9.0","8.0","8.0","8.0","60.0","4.0","4.0","2.0","5.0","0.0","0.0","2.0","2.0","0.0","24.0","4.0","0.0","16.0","0.0","0.0","2.0","0.0","5.0","0.0","5.0","0.0","0.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0"
"397.0","221.0","294.0","660.0","34.0","26.0","26.0","48.0","20.0","29.0","28.0","17.0","17.0","13.0","19.0","19.0","19.0","19.0","19.0","60.0","10.0","7.0","2.0","6.0","8.0","4.0","0.0","2.0","2.0","24.0","0.0","2.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0"
"1864.0","1430.0","539.0","660.0","169.0","120.0","120.0","138.0","122.0","191.0","114.0","129.0","128.0","65.0","88.0","86.0","85.0","85.0","86.0","60.0","40.0","52.0","53.0","25.0","22.0","5.0","42.0","37.0","34.0","24.0","4.0","10.0","15.0","5.0","5.0","2.0","2.0","2.0","0.0","6.0","3.0","8.0","4.0","5.0","4.0","11.0","4.0","8.0","2.0","6.0"
"3909.0","3481.0","2647.0","660.0","569.0","391.0","391.0","387.0","374.0","362.0","349.0","278.0","277.0","237.0","127.0","125.0","125.0","125.0","125.0","60.0","135.0","112.0","66.0","93.0","100.0","77.0","53.0","55.0","53.0","24.0","43.0","28.0","16.0","26.0","25.0","22.0","26.0","20.0","11.0","0.0","18.0","11.0","0.0","6.0","10.0","16.0","13.0","13.0","8.0","15.0"
"6471.0","4844.0","3528.0","786.0","864.0","398.0","394.0","435.0","566.0","535.0","440.0","449.0","446.0","370.0","172.0","167.0","167.0","167.0","167.0","60.0","174.0","156.0","257.0","96.0","128.0","112.0","90.0","72.0","62.0","24.0","40.0","52.0","17.0","23.0","23.0","27.0","21.0","25.0","137.0","11.0","14.0","52.0","0.0","34.0","16.0","8.0","16.0","15.0","11.0","16.0"
"4016.0","2952.0","2458.0","660.0","487.0","368.0","371.0","390.0","324.0","311.0","325.0","262.0","258.0","186.0","109.0","106.0","107.0","107.0","106.0","60.0","106.0","117.0","112.0","79.0","70.0","69.0","45.0","40.0","37.0","24.0","13.0","27.0","17.0","36.0","36.0","9.0","5.0","8.0","23.0","6.0","25.0","12.0","0.0","19.0","9.0","4.0","4.0","4.0","10.0","8.0"
"2345.0","1686.0","1375.0","660.0","356.0","286.0","286.0","214.0","233.0","209.0","236.0","170.0","170.0","145.0","80.0","75.0","75.0","75.0","75.0","60.0","82.0","66.0","80.0","59.0","47.0","41.0","26.0","41.0","36.0","24.0","27.0","17.0","16.0","16.0","16.0","19.0","16.0","17.0","8.0","1.0","12.0","2.0","0.0","9.0","4.0","10.0","12.0","6.0","11.0","5.0"
"4348.0","3071.0","2884.0","660.0","727.0","415.0","418.0","357.0","456.0","465.0","408.0","379.0","376.0","273.0","160.0","156.0","156.0","156.0","156.0","60.0","157.0","128.0","44.0","86.0","101.0","69.0","86.0","34.0","35.0","24.0","31.0","42.0","17.0","17.0","17.0","15.0","17.0","22.0","16.0","0.0","13.0","6.0","0.0","10.0","10.0","16.0","16.0","25.0","11.0","2.0"
"4703.0","3763.0","2540.0","638.0","637.0","443.0","443.0","467.0","403.0","416.0","393.0","326.0","323.0","251.0","142.0","134.0","134.0","134.0","134.0","58.0","138.0","131.0","245.0","96.0","91.0","76.0","78.0","71.0","72.0","24.0","13.0","28.0","16.0","27.0","27.0","9.0","4.0","4.0","0.0","2.0","11.0","8.0","0.0","21.0","29.0","8.0","16.0","11.0","9.0","22.0"
"5330.0","4248.0","2835.0","660.0","847.0","698.0","698.0","532.0","563.0","523.0","579.0","432.0","428.0","353.0","160.0","156.0","154.0","153.0","153.0","60.0","153.0","172.0","113.0","161.0","94.0","65.0","93.0","76.0","72.0","22.0","36.0","35.0","17.0","33.0","33.0","26.0","30.0","24.0","22.0","56.0","33.0","12.0","31.0","14.0","19.0","20.0","16.0","18.0","15.0","14.0"
"4369.0","2430.0","2546.0","659.0","634.0","517.0","517.0","431.0","391.0","399.0","468.0","313.0","313.0","242.0","131.0","126.0","127.0","127.0","126.0","60.0","137.0","110.0","118.0","103.0","93.0","62.0","63.0","83.0","74.0","24.0","20.0","31.0","17.0","29.0","29.0","10.0","10.0","10.0","2.0","32.0","11.0","12.0","25.0","10.0","10.0","18.0","12.0","8.0","12.0","10.0"
"3185.0","1817.0","2131.0","660.0","434.0","349.0","349.0","286.0","275.0","295.0","297.0","238.0","238.0","156.0","93.0","91.0","91.0","91.0","91.0","60.0","103.0","100.0","52.0","69.0","63.0","56.0","51.0","38.0","38.0","24.0","11.0","22.0","17.0","23.0","23.0","2.0","2.0","2.0","0.0","18.0","7.0","8.0","19.0","6.0","16.0","2.0","13.0","16.0","2.0","12.0"
"1908.0","1475.0","874.0","660.0","294.0","276.0","276.0","206.0","211.0","199.0","241.0","176.0","174.0","120.0","57.0","56.0","56.0","56.0","56.0","60.0","55.0","68.0","21.0","57.0","35.0","43.0","36.0","16.0","15.0","24.0","5.0","22.0","16.0","19.0","18.0","5.0","2.0","2.0","0.0","1.0","2.0","0.0","10.0","5.0","12.0","12.0","8.0","4.0","3.0","3.0"
"2989.0","1870.0","1810.0","660.0","371.0","253.0","254.0","180.0","240.0","225.0","225.0","188.0","184.0","146.0","75.0","70.0","70.0","70.0","70.0","60.0","80.0","61.0","40.0","48.0","45.0","49.0","38.0","36.0","40.0","24.0","22.0","21.0","17.0","10.0","10.0","16.0","10.0","17.0","3.0","5.0","18.0","4.0","8.0","3.0","8.0","9.0","4.0","10.0","9.0","5.0"
"2609.0","2387.0","1629.0","660.0","448.0","263.0","262.0","209.0","290.0","268.0","231.0","231.0","230.0","170.0","80.0","72.0","74.0","74.0","71.0","60.0","66.0","65.0","45.0","56.0","51.0","48.0","56.0","28.0","28.0","24.0","19.0","26.0","17.0","6.0","6.0","16.0","13.0","17.0","29.0","27.0","5.0","24.0","5.0","14.0","19.0","10.0","8.0","10.0","13.0","8.0"
"1770.0","1997.0","1127.0","660.0","448.0","237.0","237.0","201.0","252.0","207.0","246.0","166.0","166.0","182.0","71.0","71.0","71.0","71.0","71.0","60.0","63.0","49.0","124.0","53.0","44.0","42.0","32.0","21.0","21.0","24.0","7.0","24.0","17.0","10.0","10.0","4.0","2.0","2.0","3.0","28.0","3.0","18.0","9.0","4.0","17.0","6.0","9.0","3.0","8.0","6.0"
"1857.0","1566.0","1265.0","660.0","389.0","174.0","172.0","165.0","244.0","197.0","208.0","160.0","158.0","191.0","73.0","69.0","69.0","69.0","69.0","60.0","70.0","57.0","22.0","44.0","43.0","48.0","35.0","19.0","16.0","24.0","11.0","22.0","16.0","11.0","11.0","8.0","7.0","7.0","3.0","0.0","0.0","5.0","10.0","8.0","5.0","4.0","4.0","0.0","11.0","6.0"
"1142.0","1152.0","756.0","660.0","251.0","160.0","160.0","135.0","167.0","116.0","131.0","96.0","96.0","124.0","37.0","37.0","37.0","37.0","37.0","60.0","39.0","44.0","14.0","41.0","29.0","62.0","28.0","13.0","9.0","24.0","3.0","7.0","17.0","10.0","10.0","9.0","2.0","2.0","0.0","0.0","2.0","1.0","11.0","4.0","9.0","2.0","0.0","8.0","2.0","4.0"
"1384.0","574.0","1225.0","660.0","180.0","119.0","117.0","97.0","115.0","106.0","128.0","92.0","92.0","89.0","32.0","30.0","30.0","30.0","30.0","60.0","41.0","33.0","61.0","34.0","31.0","39.0","15.0","13.0","13.0","24.0","6.0","15.0","16.0","6.0","6.0","4.0","5.0","4.0","0.0","2.0","26.0","10.0","1.0","2.0","4.0","3.0","0.0","0.0","3.0","0.0"
"251.0","159.0","294.0","660.0","27.0","74.0","74.0","25.0","17.0","20.0","49.0","16.0","16.0","13.0","9.0","9.0","9.0","9.0","9.0","60.0","8.0","3.0","2.0","22.0","4.0","8.0","0.0","2.0","2.0","24.0","3.0","0.0","16.0","2.0","2.0","2.0","2.0","2.0","7.0","0.0","8.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0"
"73.0","213.0","0.0","660.0","5.0","30.0","30.0","1.0","3.0","10.0","21.0","2.0","2.0","2.0","8.0","7.0","7.0","7.0","7.0","60.0","2.0","1.0","10.0","8.0","0.0","2.0","0.0","6.0","6.0","24.0","2.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"171.0","144.0","147.0","660.0","30.0","34.0","34.0","14.0","17.0","22.0","40.0","17.0","17.0","15.0","8.0","8.0","8.0","8.0","8.0","60.0","7.0","7.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","24.0","0.0","2.0","17.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0"
"107.0","156.0","0.0","660.0","4.0","24.0","24.0","0.0","3.0","4.0","18.0","3.0","3.0","2.0","6.0","6.0","6.0","6.0","6.0","60.0","2.0","2.0","0.0","5.0","0.0","0.0","2.0","0.0","0.0","24.0","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"82.0","144.0","0.0","660.0","2.0","24.0","24.0","3.0","2.0","7.0","16.0","2.0","2.0","2.0","8.0","8.0","8.0","8.0","8.0","60.0","2.0","1.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","24.0","1.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","54.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"433.0","237.0","245.0","660.0","57.0","48.0","48.0","24.0","41.0","29.0","49.0","24.0","24.0","30.0","15.0","14.0","14.0","14.0","14.0","60.0","18.0","8.0","6.0","11.0","10.0","10.0","2.0","4.0","4.0","24.0","1.0","4.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0"
"202.0","187.0","49.0","660.0","10.0","34.0","34.0","8.0","7.0","26.0","28.0","11.0","11.0","3.0","18.0","18.0","18.0","18.0","18.0","60.0","4.0","4.0","8.0","6.0","2.0","7.0","2.0","7.0","2.0","24.0","3.0","2.0","16.0","2.0","2.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1702.0","1527.0","490.0","660.0","177.0","111.0","114.0","121.0","122.0","165.0","104.0","119.0","119.0","68.0","72.0","71.0","71.0","71.0","71.0","60.0","41.0","48.0","52.0","22.0","21.0","27.0","37.0","46.0","48.0","24.0","9.0","9.0","17.0","6.0","5.0","6.0","6.0","6.0","0.0","6.0","6.0","2.0","2.0","6.0","5.0","9.0","7.0","2.0","1.0","2.0"
"4066.0","3659.0","2106.0","660.0","563.0","225.0","225.0","317.0","360.0","400.0","261.0","312.0","310.0","208.0","146.0","142.0","142.0","142.0","142.0","60.0","132.0","105.0","101.0","54.0","77.0","62.0","78.0","73.0","74.0","24.0","38.0","38.0","17.0","16.0","17.0","29.0","15.0","19.0","36.0","4.0","16.0","9.0","16.0","25.0","16.0","16.0","16.0","26.0","12.0","8.0"
