HTTP_SYSTEM_ERROR,activeConnections,activeThreads,clients,cpu,deadLockThreads,fileDescriptors,free_disk_space,gc,http2xxNum,http4xxNum,http5xxNum,httpHitsRate,httpMeanTimes,httpSessions,httpSessionsMeanAge,httpSystemErrors,http_Cpu_Time_Sum,http_Durations_Sum,http_Error_Hits,http_Gobal_Hits,loadedClassesCount,runningThreads,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesReceived,tomcatBytesSent,usedConnections,usedMemory,usedNonHeapMemory,usedPhysicalMemorySize,usedSwapSpaceSize
'\'(-inf-2.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(0.5-2]\'','\'(-inf-21762.5]\'','\'(7.5-13.5]\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(397.5-inf)\'','\'(-inf-241]\'','\'(-inf-10.5]\'','\'(1.639855-inf)\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(26.5-56.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(-inf-0.5]\'','\'(397.5-inf)\'','\'(-inf-241]\'','\'(-inf-10.5]\'','\'(1.639855-inf)\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(-inf-4.5]\'','\'(0.375-inf)\'','\'(-inf-25.5]\'','\'(-inf--2]\'','\'All\'','\'(-inf-192.5]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(5.5-inf)\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(2-inf)\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(397.5-inf)\'','\'(-inf-241]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(12.5-19.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(4.5-inf)\'','\'All\'','\'(192.5-4993965]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(218.5-397.5]\'','\'(-inf-241]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(7.5-12.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(3.5-4.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(14.5-73.5]\'','\'(-inf-241]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(73.5-130.5]\'','\'(-inf-241]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(3.5-4.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(130.5-218.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(7.5-12.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(3.5-4.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(14.5-73.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(443.5-inf)\'','\'(-inf-14.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(7.5-12.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(3.5-4.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(73.5-130.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(393.5-443.5]\'','\'(14.5-73.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(-inf-14.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(14.5-73.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(4.5-inf)\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(14.5-73.5]\'','\'(241-675.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(-inf-14.5]\'','\'(675.5-919.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(1.5-2.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(14.5-73.5]\'','\'(675.5-919.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(-inf-14.5]\'','\'(675.5-919.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(0.5-1.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(14.5-73.5]\'','\'(675.5-919.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(14.5-73.5]\'','\'(675.5-919.5]\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(0.5-1.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(-inf-14.5]\'','\'(675.5-919.5]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(1.5-2.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(14.5-73.5]\'','\'(675.5-919.5]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(6.5-inf)\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(0.5-1.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(-inf-14.5]\'','\'(675.5-919.5]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(0.5-1.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(0.5-233.5]\'','\'(14.5-73.5]\'','\'(675.5-919.5]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(14.5-73.5]\'','\'(919.5-1582]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(-inf-14.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(4993965-7886745]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(233.5-334.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(2.5-3.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(2.5-3.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.264552-0.474513]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(23.5-73]\'','\'(3.5-4.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(14.5-15.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
