ID,地区统一编码,产品名称,煤种编码,品种编码,煤炭用途编码,灰份,挥发分,硫份,发热量,粘结指数,水份,粒度,胶质层厚度,哈氏可磨指数,奥亚膨胀度,价格单位,数据周期编码,数据来源编码,数据时间,低位价格,高位价格
1838175,霍林郭勒市,褐煤,褐煤,原煤,动力煤,"[25,25)","[44,46)","[0.3,0.5)","[3500,3500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,115.00,130.00
1838185,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,165.00,180.00
1838192,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,130.00,150.00
1838210,宜宾市,烟煤,一般烟煤,原煤,动力煤,"[21,31)","[17,17)","[1.5,1.5)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,390.00,400.00
1838225,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,450.00,470.00
1838380,洪洞县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[17,17)","[30,30)","[0.5,0.5)",,"[70,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,305.00,320.00
1838381,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,300.00,325.00
1838383,霍州市,肥煤,肥煤,原煤,炼焦煤,"[17,21)","[28,32)","[1.2,1.4)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,270.00,290.00
1838384,翼城县,贫煤,贫煤,原煤,动力煤,"[15,23)","[11,14)","[0.8,1)","[6000,6000)","[3,5)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,350.00,370.00
1838385,洪洞县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[17,17)","[30,30)","[0.5,0.5)",,"[70,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,285.00,300.00
1838386,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,290.00,315.00
1838389,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,290.00,310.00
1838390,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,280.00,310.00
1838394,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,650.00,655.00
1838395,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,340.00,365.00
1838399,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,340.00,360.00
1838400,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,340.00,350.00
1838424,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,290.00,300.00
1838440,滕州市,烟煤,一般烟煤,原煤,动力煤,"[15,15)","[36,36)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,485.00,500.00
1838602,洪洞县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[17,17)","[30,30)","[0.5,0.5)",,"[70,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,285.00,300.00
1838603,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,290.00,315.00
1838606,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,290.00,310.00
1838607,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,280.00,310.00
1838611,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,620.00,625.00
1838612,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,320.00,345.00
1838616,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,340.00,360.00
1838617,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,340.00,350.00
1838619,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,280.00,300.00
1838620,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,325.00,345.00
1838621,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,310.00,330.00
1838622,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,310.00,320.00
1838623,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,320.00,350.00
1838624,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,325.00,350.00
1838625,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,390.00,410.00
1838626,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,340.00,350.00
1839046,乌鲁木齐市,长焰煤,长焰煤,原煤,动力煤,"[18,20)","[44.8,44.8)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,160.00,180.00
1839055,昭通市,电煤,一般烟煤,原煤,动力煤,"[21,21)","[28,28)","[1.8,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,470.00,490.00
1839059,重庆市,电煤,一般烟煤,原煤,动力煤,"[30,30)","[30,30)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,335.00,355.00
1839209,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,310.00,330.00
1839210,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,300.00,330.00
1839247,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,290.00,300.00
1840200,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,335.00,355.00
1840201,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,320.00,340.00
1840202,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,320.00,340.00
1840203,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,330.00,360.00
1840204,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,335.00,360.00
1840970,左云县,弱粘煤,弱黏煤,原煤,动力煤,"[12,13)","[36,37)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,330.00,350.00
1840971,新荣区,弱粘煤,弱黏煤,原煤,动力煤,"[17,18)","[28,32)","[0.8,1)","[5700,5700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,325.00,335.00
1840972,浑源县,长焰煤,一般烟煤,原煤,动力煤,"[19,19)","[30,45)","[0.8,0.8)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,320.00,330.00
1840973,朔州市,气煤,气煤,原煤,炼焦煤,"[21,27)","[30,38)","[0.8,1)","[4800,5300)","[32,32)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,205.00,230.00
1840975,怀仁县,气煤,气煤,原煤,炼焦煤,"[28,28)","[32,34)","[1,1)","[4800,5300)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,190.00,210.00
1840976,平鲁区,气煤,气煤,原煤,炼焦煤,"[21,27)","[35,37)","[0.8,1)","[4800,5300)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,210.00,235.00
1840977,右玉县,气煤,气煤,原煤,炼焦煤,"[18,20)","[36,38)","[1.1,1.5)","[5500,6000)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/13,250.00,280.00
1841198,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,165.00,180.00
1841205,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,130.00,150.00
1841229,巫山县,无烟煤,无烟煤,原煤,化工用煤,"[20,20)","[7,7)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,420.00,430.00
1841816,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,290.00,300.00
1841845,鹤岗市,气煤,气煤,原煤,炼焦煤,"[18,28)","[37.6,37.6)","[0.6,0.6)",,"[51,51)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,490.00,510.00
1842785,华亭县,长焰煤,长焰煤,原煤,动力煤,"[13,19)","[29,36)","[0.4,0.6)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,340.00,350.00
1842795,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,450.00,470.00
1842808,娄底市,烟煤,一般烟煤,原煤,动力煤,"[22,22)","[15,17)","[2,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,430.00,450.00
1842829,霍林郭勒市,褐煤,褐煤,原煤,动力煤,"[25,25)","[44,46)","[0.3,0.5)","[3500,3500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/7,115.00,130.00
1842844,鹤岗市,气煤,气煤,原煤,炼焦煤,"[18,28)","[37.6,37.6)","[0.6,0.6)",,"[51,51)",,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,490.00,510.00
1842848,双鸭山市,长焰煤,长焰煤,原煤,动力煤,"[26,32)","[37,39)","[0.3,0.3)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,420.00,440.00
1842854,娄底市,烟煤,一般烟煤,原煤,动力煤,"[22,22)","[15,17)","[2,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/20,430.00,450.00
1857186,滕州市,烟煤,一般烟煤,原煤,动力煤,"[15,15)","[36,36)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,485.00,500.00
1857233,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,355.00,365.00
1857237,阳城县,无烟煤,无烟煤,原煤,化工用煤,"[15,20)","[7,10)","[0.6,0.6)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,460.00,475.00
1857245,高平市,无烟煤,无烟煤,原煤,化工用煤,"[11,17)","[8,10)","[0.5,0.5)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,460.00,480.00
1857925,华亭县,长焰煤,长焰煤,原煤,动力煤,"[13,19)","[29,36)","[0.4,0.6)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,370.00,390.00
1858036,大同市,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,345.00,355.00
1858037,大同南郊,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,310.00,320.00
1858038,大同矿区,弱粘煤,弱黏煤,原煤,动力煤,"[15,15)","[34,34)","[0.6,0.6)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,325.00,335.00
1858039,左云县,弱粘煤,弱黏煤,原煤,动力煤,"[12,13)","[36,37)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,330.00,350.00
1858040,新荣区,弱粘煤,弱黏煤,原煤,动力煤,"[17,18)","[28,32)","[0.8,1)","[5700,5700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,325.00,335.00
1858041,浑源县,长焰煤,一般烟煤,原煤,动力煤,"[19,19)","[30,45)","[0.8,0.8)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,320.00,330.00
1858042,朔州市,气煤,气煤,原煤,炼焦煤,"[21,27)","[30,38)","[0.8,1)","[4800,5300)","[32,32)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,210.00,230.00
1858093,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,290.00,300.00
1858122,鹤岗市,气煤,气煤,原煤,炼焦煤,"[18,28)","[37.6,37.6)","[0.6,0.6)",,"[51,51)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,490.00,510.00
1858126,双鸭山市,长焰煤,长焰煤,原煤,动力煤,"[26,32)","[37,39)","[0.3,0.3)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,420.00,440.00
1858997,大同市,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,365.00,410.00
1858998,大同南郊,弱粘煤,弱黏煤,原煤,动力煤,"[10,16)","[28,32)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,330.00,340.00
1858999,大同矿区,弱粘煤,弱黏煤,原煤,动力煤,"[15,15)","[34,34)","[0.6,0.6)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,345.00,390.00
1859000,左云县,弱粘煤,弱黏煤,原煤,动力煤,"[12,13)","[36,37)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,365.00,400.00
1859001,新荣区,弱粘煤,弱黏煤,原煤,动力煤,"[17,18)","[28,32)","[0.8,1)","[5700,5700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,345.00,390.00
1859002,浑源县,长焰煤,一般烟煤,原煤,动力煤,"[19,19)","[30,45)","[0.8,0.8)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,340.00,365.00
1859003,朔州市,气煤,气煤,原煤,炼焦煤,"[21,27)","[30,38)","[0.8,1)","[4800,5300)","[32,32)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,215.00,230.00
1859005,怀仁县,气煤,气煤,原煤,炼焦煤,"[28,28)","[32,34)","[1,1)","[4800,5300)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,200.00,220.00
1859006,平鲁区,气煤,气煤,原煤,炼焦煤,"[21,27)","[35,37)","[0.8,1)","[4800,5300)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,220.00,235.00
1859832,右玉县,气煤,气煤,原煤,炼焦煤,"[18,20)","[36,38)","[1.1,1.5)","[5500,6000)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,270.00,285.00
1859833,山阴县,气煤,气煤,原煤,炼焦煤,"[16,18)","[36,38)","[1.2,1.3)","[5800,6300)","[25,25)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,345.00,365.00
1859834,河曲县,长焰煤,一般烟煤,原煤,动力煤,"[20,25)","[37,39)","[1.2,1.8)","[6100,6100)","[15,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,260.00,290.00
1859835,保德县,气煤,气煤,原煤,炼焦煤,"[20,25)","[31,35)","[1,1.2)","[6100,6100)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,295.00,325.00
1859836,宁武县,气煤,气煤,原煤,炼焦煤,"[16,24)","[32,36)","[1.8,1.8)","[5300,5300)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,235.00,255.00
1859837,宁武县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,18)","[30,36)","[1,1.5)",,"[65,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,410.00,430.00
1859838,静乐县,气煤,气煤,原煤,炼焦煤,"[18,23)","[32,38)","[1.5,1.5)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,250.00,270.00
1859839,古交市,8号焦煤,焦煤,原煤,炼焦煤,"[25,25)","[16,22)","[1.3,1.3)",,"[60,65)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,465.00,480.00
1859840,古交市,2号焦煤,焦煤,原煤,炼焦煤,"[20,23)","[20,26)","[0.9,0.9)",,"[65,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,525.00,540.00
1859841,灵石县,2号肥煤,肥煤,原煤,炼焦煤,"[15,17)","[30,36)","[0.6,0.6)",,"[90,95)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,420.00,440.00
1859843,平遥县,焦煤,焦煤,原煤,炼焦煤,"[21,21)","[22,22)","[2.1,2.1)",,"[70,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,365.00,380.00
1859844,和顺县,贫煤,贫煤,原煤,动力煤,"[18,18)","[13,13)","[1.8,1.8)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,275.00,295.00
1859845,介休市,瘦煤,瘦煤,原煤,炼焦煤,"[27,27)","[18,18)","[2.2,2.2)","[5300,5300)","[5,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,305.00,315.00
1860632,鹤岗市,气煤,气煤,原煤,炼焦煤,"[18,28)","[37.6,37.6)","[0.6,0.6)",,"[51,51)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,530.00,545.00
1860636,双鸭山市,长焰煤,长焰煤,原煤,动力煤,"[26,32)","[37,39)","[0.3,0.3)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,440.00,460.00
1860642,娄底市,烟煤,一般烟煤,原煤,动力煤,"[22,22)","[15,17)","[2,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,440.00,470.00
1860670,双鸭山市,长焰煤,长焰煤,原煤,动力煤,"[26,32)","[37,39)","[0.3,0.3)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/23,420.00,440.00
1860676,娄底市,烟煤,一般烟煤,原煤,动力煤,"[22,22)","[15,17)","[2,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/23,430.00,450.00
1861347,昭通市,电煤,一般烟煤,原煤,动力煤,"[21,21)","[28,28)","[1.8,2)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,470.00,490.00
1861351,重庆市,电煤,一般烟煤,原煤,动力煤,"[30,30)","[30,30)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,335.00,355.00
1861359,巫山县,无烟煤,无烟煤,原煤,化工用煤,"[20,20)","[7,7)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,420.00,430.00
1861604,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,680.00,685.00
1861605,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,345.00,370.00
1861609,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,340.00,360.00
1861610,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,340.00,350.00
1861612,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,320.00,330.00
1861613,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,365.00,385.00
1861614,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,350.00,370.00
1861615,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,355.00,375.00
1861616,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,360.00,390.00
1861617,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,365.00,390.00
1861618,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,415.00,435.00
1861619,沁源县,瘦煤,瘦煤,原煤,炼焦煤,"[15,15)","[16,16)","[0.49,0.49)","[6500,7000)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,360.00,370.00
1861623,阳城县,无烟煤,无烟煤,原煤,化工用煤,"[15,20)","[7,10)","[0.6,0.6)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,460.00,475.00
1861626,高平市,无烟煤,无烟煤,原煤,化工用煤,"[11,17)","[8,10)","[0.5,0.5)","[5600,5600)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,460.00,480.00
1861935,巫山县,无烟煤,无烟煤,原煤,化工用煤,"[20,20)","[7,7)","[2.8,3)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,420.00,430.00
1862449,榆次区,贫煤,贫煤,原煤,动力煤,"[20,20)","[13,13)","[1.2,1.2)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,310.00,330.00
1862450,柳林县,4号焦煤,焦煤,原煤,炼焦煤,"[15,18)","[19,21)","[0.4,0.6)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,445.00,465.00
1862452,孝义市,焦煤,焦煤,原煤,炼焦煤,"[23,30)","[17,19)","[1.5,1.5)",,"[80,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,355.00,375.00
1862453,孝义市,焦煤,焦煤,原煤,炼焦煤,"[16,23)","[24,24)","[0.8,0.8)",,"[60,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,310.00,330.00
1862454,兴县,气煤,气煤,原煤,炼焦煤,"[20,28)","[35,40)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,235.00,255.00
1862455,离石区,焦煤,焦煤,原煤,炼焦煤,"[16,20)","[18,21)","[0.5,0.7)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,315.00,335.00
1862457,霍州市,肥煤,肥煤,原煤,炼焦煤,"[17,21)","[28,32)","[1.2,1.4)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,290.00,310.00
1862458,翼城县,贫煤,贫煤,原煤,动力煤,"[15,23)","[11,14)","[0.8,1)","[6000,6000)","[3,5)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,350.00,370.00
1862459,洪洞县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[17,17)","[30,30)","[0.5,0.5)",,"[70,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,305.00,320.00
1862460,洪洞县,肥煤,肥煤,原煤,炼焦煤,"[14,18)","[29,33)","[1,1.2)",,"[85,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,300.00,325.00
1862463,蒲县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,20)","[34,36)","[0.6,0.6)",,"[75,75)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,310.00,330.00
