load,cpu,memory,java,sshd,dumpcap,top,flush-253:0,khugepaged,kswapd0,metricbeat,node_exporter,prometheus,python,tshark,maincpu,main,vim,java,sshd,dumpcap,top,flush-253:0,khugepaged,kswapd0,metricbeat,node_exporter,prometheus,python,tshark,maincpu,main,vim
0.080416667,0.16139999,0.423483337,0.096537501,0,2.50E-04,9.58E-04,0,4.17E-04,0,0.008204167,5.42E-04,0.0126625,0.018054167,0.00325,0,0,0,0.279799999,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0065,0,0,0
0.05125,0.131099999,0.423549995,0.091854166,0,2.50E-04,0.001,4.17E-05,0,0,0.0072125,6.25E-04,0.003545833,0.020875,0.003833333,0,0,0,0.279799999,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0065,0,0,0
0.100416668,0.191283335,0.423583324,0.095733334,0,2.50E-04,0.001083333,0,4.58E-04,0,0.007670833,5.00E-04,0.010675,0.017991667,0.003166667,0,0,0,0.279866667,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0065,0,0,0
0.255833328,0.212016652,0.42353333,0.105970833,0,2.08E-04,9.58E-04,4.17E-05,0,0,0.007708333,5.00E-04,0.003916667,0.0196125,0.004041667,0,0,0,0.279816666,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0065,0,0,0
0.102083335,0.147316664,0.423549995,0.095316667,0,2.92E-04,0.001041667,0,0,0,0.007416667,4.58E-04,0.012508333,0.023366667,0.0045,0,0,0,0.279833333,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.006533333,0,0,0
0.036666667,0.131749998,0.42353333,0.097566667,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007791667,5.00E-04,0.003625,0.017,0.003,0,0,0,0.279833333,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.254583334,0.228649994,0.42353333,0.094612501,0,2.50E-04,0.001083333,0,0,0,0.007875,4.17E-04,0.011916667,0.023295834,0.00425,0,0,0,0.279799999,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.162916668,0.141099999,0.423566659,0.106220833,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007583334,5.83E-04,0.0035875,0.017554167,0.003166667,0,0,0,0.279799999,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.229166664,0.271616663,0.423583334,0.0951125,0,2.92E-04,7.08E-04,0,0,0,0.007204167,4.58E-04,0.012525,0.023279166,0.004625,0,0,0,0.27985,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.283750003,0.147033324,0.423599988,0.0940375,0,2.08E-04,7.08E-04,4.17E-05,0,0,0.007420833,5.00E-04,0.003291667,0.0162375,0.003208333,0,0,0,0.279816666,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.199999998,0.169500013,0.423633327,0.103129167,0,2.50E-04,0.001083333,0,4.17E-05,0,0.007583333,5.42E-04,0.011745833,0.019670833,0.003670833,0,0,0,0.279833333,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.299166664,0.276850005,0.423649997,0.105808333,0,2.92E-04,0.001083333,4.17E-05,0,0,0.007791667,5.00E-04,0.003583333,0.020695833,0.003833333,0,0,0,0.27985,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0066,0,0,0
0.249166667,0.152483334,0.423599988,0.101695834,0,2.92E-04,0.001041667,0,0,0,0.007833333,4.58E-04,0.012829167,0.0220375,0.004375,0,0,0,0.279799999,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.006666667,0,0,0
0.097916665,0.149016668,0.423633327,0.103525,0,2.50E-04,0.001041667,4.17E-05,0,0,0.008041667,4.58E-04,0.0039125,0.025079167,0.004916667,0,0,0,0.279833333,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0067,0,0,0
0.035416667,0.154916674,0.423733334,0.100425,0,2.92E-04,0.001041667,0,0,0,0.008416667,5.00E-04,0.013858333,0.023383333,0.004416667,0,0,0,0.279883334,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0067,0,0,0
0.012083333,0.131466667,0.423733334,0.096779167,0,2.08E-04,0.001083333,4.17E-05,0,0,0.008204167,4.58E-04,0.003541667,0.017154167,0.003,0,0,0,0.279866667,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0067,0,0,0
0.155833331,0.232283334,0.423716669,0.095991667,0,3.33E-04,0.001125,4.17E-05,0,0,0.007425,5.42E-04,0.014583333,0.025908333,0.004758333,0,0,0,0.279816666,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0067,0,0,0
0.225000004,0.133366664,0.423766663,0.098616667,0,2.08E-04,0.001,0,0,0,0.008120834,4.58E-04,0.003416667,0.017033334,0.002995833,0,0,0,0.279866667,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0067,0,0,0
0.22458333,0.242499987,0.423733334,0.093941666,0,2.50E-04,8.75E-04,0,0,0,0.007745833,5.00E-04,0.012970833,0.021545833,0.004295833,0,0,0,0.279799999,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.006733333,0,0,0
0.215416667,0.120533327,0.42385,0.086645833,0,2.50E-04,9.17E-04,4.17E-05,0,0,0.007125,5.42E-04,0.003041667,0.016754167,0.003508333,0,0,0,0.27985,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0068,0,0,0
0.110833334,0.138533324,0.423866669,0.0926875,0,2.08E-04,0.001,0,0,0,0.007791667,5.83E-04,0.012795834,0.0184625,0.003583333,0,0,0,0.279866667,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0068,0,0,0
0.111666666,0.147433331,0.423799992,0.105483333,0,2.92E-04,1.00E-03,4.17E-05,0,0,0.007375,5.00E-04,0.0035375,0.022783333,0.0044125,0,0,0,0.279883334,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0068,0,0,0
0.105416665,0.168599993,0.423866669,0.090504167,0,2.50E-04,9.58E-04,4.17E-05,0,0,0.007708333,5.83E-04,0.011866667,0.0188375,0.003541667,0,0,0,0.279900001,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100266665,0.0035,0.0069,0,0,0
0.292916665,0.185516655,0.423949997,0.102925,0,2.08E-04,8.75E-04,0,0,0,0.007791667,5.00E-04,0.00375,0.021616667,0.0044125,0,0,0,0.279933335,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.0069,0,0,0
0.182083331,0.279700001,0.423933337,0.09325,0,2.50E-04,0.001083333,0,0,0,0.007833333,5.83E-04,0.012329166,0.022575,0.004625,0,0,0,0.279933335,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.0069,0,0,0
0.397499998,0.338066667,0.423916673,0.103779168,0,2.50E-04,0.001083333,4.17E-05,0,0,0.0081625,5.00E-04,0.003625,0.016841667,0.003041667,0,0,0,0.279900001,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.006933333,0,0,0
0.602916658,0.221999993,0.424149995,0.092675,0,3.33E-04,0.001041667,0,0,0,0.007125,4.17E-04,0.013616667,0.026979167,0.005254167,0,0,0,0.280100002,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.003516667,0.007,0,0,0
0.281250002,0.132366657,0.424066663,0.098254166,0,2.08E-04,0.001,0,0,0,0.007666667,5.00E-04,0.0034625,0.016541667,0.003166667,0,0,0,0.279983334,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.007,0,0,0
0.181666669,0.160466671,0.424066673,0.097254165,0,2.08E-04,1.00E-03,4.17E-05,0,0,0.0073375,4.17E-04,0.0113375,0.022225,0.004295833,0,0,0,0.279933335,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100283332,0.0035,0.007,0,0,0
0.100416668,0.116699994,0.424116676,0.085233333,0,2.50E-04,9.54E-04,0,0,0,0.005620833,5.00E-04,0.0032,0.016729167,0.003620833,0,0,0,0.28003333,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0071,0,0,0
0.088750001,0.115833332,0.424150005,0.080258333,0,1.67E-04,0.001,4.17E-05,0,0,0.006708333,4.58E-04,0.008045833,0.014783333,0.002666667,0,0,0,0.279999995,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0071,0,0,0
0.116250002,0.149299999,0.424183334,0.097745833,0,2.92E-04,0.001,0,5.42E-04,0,0.007791667,5.42E-04,0.0035,0.0255375,0.004791667,0,0,0,0.279999995,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0071,0,0,0
0.090833332,0.149516652,0.424233327,0.101400001,0,2.50E-04,0.001083333,0,0,0,0.007954167,4.17E-04,0.013629167,0.019033334,0.003625,0,0,0,0.280033329,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0071,0,0,0
0.082916667,0.15413334,0.424249992,0.103341667,0,3.75E-04,0.001125,4.17E-05,0,0,0.007754166,5.42E-04,0.003954167,0.029104167,0.005825,0,0,0,0.280033329,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.007166667,0,0,0
0.090416668,0.153500001,0.424233327,0.102770834,0,2.92E-04,0.001041667,0,0,0,0.007916667,4.58E-04,0.0127375,0.021254167,0.004291667,0,0,0,0.279999995,4.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0072,0,0,0
0.105416664,0.130066673,0.424183334,0.096625,0,2.08E-04,0.001125,4.17E-05,0,0,0.007745833,4.58E-04,0.0035,0.015833333,0.003125,0,0,0,0.280066663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100216664,0.0035,0.0072,0,0,0
0.1,0.159749995,0.424216663,0.095079167,0,4.58E-04,0.001041667,0,0,0,0.006458333,4.17E-04,0.012895834,0.035375001,0.00655,0,0,0,0.280066663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.007266667,0,0,0
0.092916667,0.137983332,0.424283321,0.100533334,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007541667,4.58E-04,0.003458333,0.0195375,0.003666667,0,0,0,0.28008333,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.0073,0,0,0
0.145000001,0.151316663,0.424233332,0.100583334,0,2.50E-04,9.58E-04,0,0,0,0.0070875,4.17E-04,0.012554167,0.021933333,0.0045875,0,0,0,0.280016662,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100283332,0.0035,0.0073,0,0,0
0.46708333,0.233499999,0.424333324,0.063570834,0,1.67E-04,4.58E-04,0,0,0,0.005708333,4.17E-04,0.002583333,0.0132875,0.002708333,0,0,0,0.280033329,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0074,0,0,0
0.258749999,0.133450001,0.424299985,0.073808333,0,2.08E-04,8.38E-04,4.17E-05,0,0,0.006029167,5.00E-04,0.011,0.015516667,0.003083333,0,0,0,0.279999995,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0074,0,0,0
0.139166668,0.139650017,0.424383332,0.095241667,0,2.50E-04,0.001083333,0,0,0,0.007841667,5.00E-04,0.003541667,0.024795833,0.004875,0,0,0,0.28008333,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.003516667,0.0074,0,0,0
0.070833333,0.140066663,0.424383332,0.0945,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007833333,5.42E-04,0.0121,0.018166667,0.003416667,0,0,0,0.279999995,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0074,0,0,0
0.172499999,0.149133325,0.424400002,0.091129168,0,2.50E-04,9.17E-04,0,0,0,0.007875,5.42E-04,0.003875,0.019383334,0.004004167,0,0,0,0.279999995,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.007483333,0,0,0
0.124583332,0.147599995,0.42446666,0.094241667,0,2.50E-04,0.001083333,4.17E-05,0,0,0.00775,4.17E-04,0.010629167,0.026120833,0.005416667,0,0,0,0.280066663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0075,0,0,0
0.076250001,0.136149983,0.424516658,0.100162501,0,2.50E-04,0.001041667,4.17E-05,0,0,0.007954167,5.00E-04,0.003541667,0.017829167,0.003208333,0,0,0,0.280066663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0075,0,0,0
0.129583334,0.152333339,0.424499989,0.098666667,0,2.50E-04,0.001,4.17E-05,0,0,0.007583333,5.83E-04,0.013245833,0.022583333,0.004291667,0,0,0,0.279999995,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.003516667,0.00755,0,0,0
0.09375,0.13593334,0.424583331,0.100508334,0,2.50E-04,0.001041667,0,0,0,0.007666667,5.00E-04,0.0035,0.015541667,0.002916667,0,0,0,0.280049996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0076,0,0,0
0.080416667,0.152250002,0.424633334,0.094299999,0,2.50E-04,0.001041667,4.17E-05,0,0,0.007541667,4.58E-04,0.014616667,0.024366667,0.005079167,0,0,0,0.280033329,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0076,0,0,0
0.050833334,0.139599999,0.424649999,0.097716667,0,2.50E-04,0.001045833,0,0,0,0.0079125,5.00E-04,0.003329167,0.020020833,0.004208333,0,0,0,0.280016662,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0076,0,0,0
0.105833335,0.149466674,0.424699997,0.100045834,0,2.08E-04,0.001083333,4.17E-05,0,0,0.007708333,5.42E-04,0.013583334,0.018375,0.003458333,0,0,0,0.280049996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0077,0,0,0
0.099166668,0.141116669,0.424733331,0.098720833,0,2.50E-04,0.001,0,0,0,0.0079125,5.83E-04,0.003629167,0.0212,0.003958333,0,0,0,0.28008333,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0077,0,0,0
0.107499999,0.145349999,0.42475,0.096175,0,2.50E-04,0.001041667,4.17E-05,0,0,0.007791667,5.42E-04,0.014037501,0.017545833,0.003375,0,0,0,0.280049996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0077,0,0,0
0.098333334,0.136266669,0.424733331,0.090708333,0,2.92E-04,0.001,0,0,0,0.007666667,5.42E-04,0.003879167,0.022970834,0.004629167,0,0,0,0.280099997,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0077,0,0,0
0.044583334,0.147983323,0.424816673,0.093350001,0,2.92E-04,0.0010875,4.17E-05,0,0,0.006795833,5.42E-04,0.013470833,0.023704167,0.004833333,0,0,0,0.280099997,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0078,0,0,0
0.20416667,0.221533328,0.424816673,0.102049999,0,2.50E-04,0.001083333,0,0,0,0.007875,4.58E-04,0.003791667,0.015579167,0.002958333,0,0,0,0.280099997,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100216664,0.0035,0.0078,0,0,0
0.158333334,0.161333342,0.424916675,0.106958334,0,2.08E-04,0.001083333,4.17E-05,0,0,0.007416667,5.00E-04,0.014579166,0.022125,0.004291667,0,0,0,0.280149996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100283332,0.0035,0.0078,0,0,0
0.076666667,0.140516669,0.424950004,0.103591667,0,2.50E-04,0.001041667,4.17E-05,0,0,0.007666667,5.42E-04,0.003583333,0.016583333,0.003083333,0,0,0,0.280149996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0078,0,0,0
0.1125,0.222533335,0.424916665,0.101629166,0,2.92E-04,0.0010875,0,0,0,0.007041667,5.42E-04,0.0143625,0.024091667,0.004908333,0,0,0,0.280116663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0079,0,0,0
0.354166672,0.206916675,0.424966673,0.083549999,0,2.08E-04,7.50E-04,4.17E-05,0,0,0.006833333,3.33E-04,0.003079167,0.0177125,0.003833333,0,0,0,0.280166662,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0079,0,0,0
0.197083334,0.149250001,0.424966673,0.102258333,0,2.50E-04,0.001041667,0,0,0,0.0075,5.00E-04,0.011229167,0.019045833,0.0034625,0,0,0,0.280116663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0079,0,0,0
0.113750001,0.146333327,0.425016676,0.103891666,0,2.50E-04,0.001041667,4.17E-05,0,0,0.007583333,4.58E-04,0.003666667,0.022283334,0.004370833,0,0,0,0.280233331,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.007966667,0,0,0
0.10625,0.172433327,0.425050005,0.0991625,0,2.50E-04,0.001,0,0,0,0.0078375,5.00E-04,0.0119,0.01805,0.003379167,0,0,0,0.280216665,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008,0,0,0
0.179583331,0.207050006,0.425099999,0.097358334,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007791667,5.42E-04,0.003958333,0.0210375,0.004416667,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008,0,0,0
0.088333332,0.151050011,0.425133328,0.096754166,0,2.92E-04,0.001125,0,0,0,0.007704167,5.00E-04,0.0132,0.02285,0.004716667,0,0,0,0.280233331,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008016667,0,0,0
0.048333334,0.132833322,0.425166657,0.095016666,0,2.50E-04,0.001041667,4.17E-05,0,0,0.007708333,5.00E-04,0.003545833,0.017875,0.003291667,0,0,0,0.280233331,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0081,0,0,0
0.038333333,0.149033328,0.425183321,0.093420834,0,2.92E-04,0.001041667,0,7.08E-04,0,0.007708333,3.75E-04,0.013566666,0.0243,0.004504167,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0081,0,0,0
0.027083333,0.13168334,0.425216655,0.098633334,0,2.08E-04,0.001,4.17E-05,0,0,0.007545833,5.83E-04,0.003541667,0.0155375,0.002958333,0,0,0,0.280216665,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0081,0,0,0
0.047083333,0.146616668,0.425199986,0.093329166,0,2.50E-04,9.58E-04,0,0,0,0.007666667,4.17E-04,0.013495833,0.023491667,0.004916667,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008116667,0,0,0
0.0475,0.119266669,0.425300002,0.082170834,0,2.08E-04,9.17E-04,4.17E-05,0,0,0.007375,4.17E-04,0.003166667,0.0192125,0.0040875,0,0,0,0.280299996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0082,0,0,0
0.033333334,0.152433336,0.425300002,0.103829167,0,2.92E-04,0.001041667,0,0,0,0.007416666,4.58E-04,0.0135375,0.020416667,0.003708333,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0082,0,0,0
0.025833334,0.140216668,0.425349995,0.099825,0,2.08E-04,0.001041667,4.17E-05,0,0,0.007583333,5.83E-04,0.003625,0.021125,0.004166667,0,0,0,0.280249997,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0082,0,0,0
0.013333333,0.148516675,0.425300002,0.100929167,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007420833,5.00E-04,0.013829167,0.019375,0.003458333,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008216667,0,0,0
0.03,0.143983344,0.42536666,0.1033375,0,2.92E-04,0.001041667,0,0,0,0.007670833,4.58E-04,0.003875,0.021445834,0.004370833,0,0,0,0.280266664,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0083,0,0,0
0.116666668,0.228516678,0.425399989,0.092658334,0,2.92E-04,7.50E-04,0,0,0,0.007625,3.75E-04,0.0142125,0.028129167,0.005708333,0,0,0,0.280249997,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0083,0,0,0
0.222916668,0.14291666,0.425399989,0.105054167,0,2.50E-04,0.001045833,4.17E-05,0,0,0.006879167,5.42E-04,0.0034625,0.018991667,0.003583333,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0083,0,0,0
0.100833333,0.150999993,0.425500001,0.096429167,0,2.92E-04,9.58E-04,0,0,0,0.006791667,4.58E-04,0.0137125,0.0255125,0.004925,0,0,0,0.280216665,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0084,0,0,0
0.0775,0.134683341,0.425599992,0.100275,0,2.50E-04,0.001083333,4.17E-05,0,0,0.007375,4.58E-04,0.0034625,0.01705,0.003125,0,0,0,0.280299996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0084,0,0,0
0.102083332,0.170883338,0.425549999,0.098425,0,2.08E-04,0.001041667,0,0,0,0.0076625,5.00E-04,0.0142625,0.021604167,0.0045375,0,0,0,0.280249997,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0084,0,0,0
0.144583332,0.121183336,0.425599992,0.085612501,0,2.50E-04,8.75E-04,4.17E-05,0,0,0.007333333,5.00E-04,0.003333333,0.017833333,0.003916667,0,0,0,0.280199998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0085,0,0,0
0.105,0.140566677,0.425700009,0.095116667,0,2.08E-04,0.001208333,4.17E-05,0,0,0.007579167,5.00E-04,0.0135,0.017875,0.0032875,0,0,0,0.280299996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0085,0,0,0
0.079999999,0.144516657,0.425650001,0.105354167,0,2.92E-04,0.001041667,0,0,0,0.00775,4.58E-04,0.003541667,0.020758334,0.004041667,0,0,0,0.280316663,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0085,0,0,0
0.117500001,0.1505,0.425616662,0.105683334,0,2.08E-04,0.001083333,4.17E-05,0,0,0.008,5.42E-04,0.0109125,0.018254166,0.0035,0,0,0,0.280299996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100266665,0.0035,0.0085,0,0,0
0.147916665,0.138599992,0.425733333,0.0992375,0,2.50E-04,1.00E-03,0,0,0,0.007916667,5.00E-04,0.003791667,0.019708334,0.004041667,0,0,0,0.28033333,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.00855,0,0,0
0.146666668,0.158333331,0.425766667,0.1061875,0,2.50E-04,0.001083333,4.17E-05,0,0,0.0075875,5.42E-04,0.0134125,0.022795834,0.0045875,0,0,0,0.280366664,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.0086,0,0,0
0.1175,0.131516685,0.425816665,0.096504167,0,2.50E-04,0.001083333,0,0,0,0.007666667,4.58E-04,0.00325,0.017366667,0.003333333,0,0,0,0.28033333,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.0086,0,0,0
0.351250004,0.313816667,0.425850004,0.099454167,0,2.50E-04,0.001041667,0,0,0,0.007708333,4.58E-04,0.014291666,0.021625,0.004041667,0,0,0,0.28033333,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.0086,0,0,0
0.307083329,0.128266662,0.425816665,0.095945834,0,2.08E-04,0.001041667,4.17E-05,0,0,0.007904167,4.17E-04,0.003329167,0.014779167,0.002870833,0,0,0,0.280299996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100199997,0.0035,0.008666667,0,0,0
0.296250001,0.151833345,0.425833335,0.097437501,0,2.50E-04,0.001166667,4.17E-05,0,0,0.007758333,5.00E-04,0.013866666,0.024179167,0.0048375,0,0,0,0.280299996,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100233331,0.0035,0.0087,0,0,0
0.450833326,0.264216666,0.425950006,0.087079167,0,2.50E-04,7.92E-04,0,0,0,0.007125,5.00E-04,0.003129167,0.018475,0.003879167,0,0,0,0.280433332,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0087,0,0,0
0.467916662,0.203533332,0.425933341,0.085625,0,2.50E-04,0.001041667,4.17E-05,0,0,0.0076625,4.17E-04,0.0138875,0.0176125,0.003204167,0,0,0,0.280399998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008733333,0,0,0
0.545833344,0.172450006,0.426066657,0.094537501,0,2.92E-04,9.58E-04,0,0,0,0.0075,4.58E-04,0.0035,0.024629166,0.004666667,0,0,0,0.280399998,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0088,0,0,0
0.490416671,0.256749988,0.426116655,0.099049999,0,2.08E-04,0.001,4.17E-05,0,0,0.00775,5.42E-04,0.013533333,0.0173375,0.003333333,0,0,0,0.280449999,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.0088,0,0,0
0.303750008,0.141466657,0.426149994,0.099841667,0,2.50E-04,0.001041667,0,0,0,0.0075,4.58E-04,0.0038375,0.022004167,0.004625,0,0,0,0.280449999,1.00E-04,0.0016,1.00E-04,0,0,0,0.0011,0.0015,0.100299999,0.0035,0.008816667,0,0,0
