HTTP_SYSTEM_ERROR,activeConnections,activeThreads,clients,cpu,fileDescriptors,free_disk_space,http2xxNum,http4xxNum,http5xxNum,httpHitsRate,httpMeanTimes,httpSessions,httpSessionsMeanAge,httpSystemErrors,http_Cpu_Time_Sum,http_Durations_Sum,http_Error_Hits,http_Gobal_Hits,loadedClassesCount,runningThreads,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesSent,usedConnections,usedMemory,usedNonHeapMemory,usedPhysicalMemorySize
2,0,3,25,3,211,25283000000,40748,2,22,392,281,1532,14,0.255102,2,0,13,40750,8826,7,0.31,29,3,8406420,137,426136000,70858900,1861090000
2,0,4,22,4,213,25281900000,41140,2,23,402,185,1580,14,0.248756,2,0,15,41142,8826,7,0.28,29,4,8337860,137,430969000,70884200,1844510000
2,1,2,19,2,203,25281100000,41542,2,24,369,930,1621,14,0,2,0,17,41544,8826,7,0.27,29,2,8303590,134,400495000,70909700,1844910000
2,0,2,22,2,210,25280300000,41911,2,24,390,304,1643,14,0,2,0,17,41913,8826,7,0.16,29,2,8317800,135,324059000,70909700,1846030000
2,0,0,22,3,206,25279600000,42301,2,24,466,184,1667,15,0,2,0,17,42303,8826,7,0.14,29,0,8377130,135,434129000,70910200,1846530000
2,0,0,25,3,208,25278700000,42767,2,24,424,163,1710,15,0,2,0,17,42769,8826,7,0.29,29,0,8381620,135,411409000,70910200,1847720000
2,0,4,29,3,208,25277600000,43191,2,24,366,557,1724,15,0.546448,2,0,17,43193,8826,7,0.1,29,4,8190010,136,348176000,70910200,1849250000
2,0,5,33,2,214,25276700000,43557,2,27,348,719,1727,14,1.14943,2,0,19,43559,8826,7,0.19,30,6,8498980,139,331097000,70910200,1850970000
2,0,3,34,2,220,25276000000,43905,2,30,344,647,1666,14,0.290698,2,0,22,43907,8826,7,0.07,30,4,8588670,139,367401000,70910200,1851620000
2,0,2,35,3,214,25275300000,44249,2,31,360,558,1679,14,0.277778,2,0,22,44251,8826,7,0.03,30,2,8354890,133,348288000,70910200,1852550000
2,0,2,35,2,213,25274700000,44609,2,32,393,322,1666,14,0.254453,2,0,23,44611,8826,7,0.19,30,2,8449710,133,386704000,70910200,1852930000
2,0,4,39,3,219,25273800000,45002,2,33,406,326,1656,14,0,2,0,22,45004,8826,7,0.17,30,4,8467170,135,376951000,70910200,1855070000
2,0,6,35,2,216,25273200000,45408,2,33,427,486,1651,14,0.468384,2,0,22,45410,8826,7,0.06,30,6,8151730,135,394270000,70910200,1855670000
2,0,2,31,2,210,25272700000,45835,2,35,418,366,1646,14,0.478469,2,0,25,45837,8826,7,0.09,30,2,8436900,136,436106000,70910200,1856150000
2,0,3,32,2,215,25272000000,46253,2,37,390,349,1646,14,0.25641,2,0,25,46255,8826,7,0.09,30,3,8544620,136,358987000,70920200,1857400000
2,0,4,28,2,207,25271500000,46643,2,38,386,276,1651,15,0.259067,2,0,25,46645,8826,7,0.19,30,4,8102780,134,376331000,70920600,1857460000
2,0,1,28,2,205,25271000000,47029,2,39,379,274,1630,15,0.263852,2,0,27,47031,8826,7,0.15,30,1,8431420,134,371913000,70920600,1857860000
2,0,3,24,2,205,25270700000,47408,2,40,364,293,1576,15,0.274725,2,0,29,47410,8826,7,0.13,30,3,8226540,134,338292000,70921400,1858000000
2,0,0,28,2,204,25270000000,47772,2,41,377,479,1579,15,0.530504,2,0,27,47774,8826,7,0.08,30,0,8335090,135,395162000,70924200,1858600000
2,0,3,38,4,234,25268600000,48149,2,43,362,680,1645,15,0,2,0,29,48151,8826,7,0.17,32,3,8525590,162,433323000,70924200,1861750000
2,0,7,48,3,248,25267000000,48511,2,43,341,1065,1706,14,0.293255,2,0,29,48513,8826,7,0.1,39,8,8445750,162,451802000,70924200,1848150000
2,0,9,58,4,233,25265600000,48852,2,44,365,1791,1746,14,0,2,0,29,48854,8825,7,0.09,39,11,8439980,147,262415000,70955700,1850110000
2,0,13,68,3,251,25264000000,49217,2,44,350,1280,1798,14,0,2,0,29,49219,8825,7,0.1,39,13,8554810,160,172244000,70955700,1852420000
2,0,13,78,3,254,25262600000,49567,2,44,377,2173,1860,14,0,2,0,29,49569,8825,7,0.25,44,14,8595970,160,294129000,70955900,1854890000
2,0,11,88,3,256,25261300000,49944,2,44,378,2254,1900,14,0,2,0,29,49946,8825,7,0.36,44,12,8630740,160,234276000,70956400,1856500000
2,1,10,98,3,262,25260000000,50322,2,44,422,2345,1955,14,0.236967,2,0,29,50324,8825,8,0.19,44,13,8739760,160,179763000,70956400,1859000000
2,0,9,108,3,235,25258500000,50744,2,45,423,1676,1970,14,0,2,0,30,50746,8825,7,0.43,44,11,9041650,138,291581000,70957400,1859730000
2,0,14,118,3,238,25257100000,51167,2,45,416,1278,1998,14,0.240385,2,0,30,51169,8825,7,0.26,44,14,8531720,138,267468000,70962500,1861490000
2,0,8,128,3,244,25255600000,51583,2,46,411,3444,2024,13,0,2,0,31,51585,8825,7,0.32,46,12,8917420,139,246711000,70962500,1845600000
2,0,5,138,4,236,25254600000,51994,2,46,419,1189,2033,13,0.477327,2,0,31,51996,8825,7,0.18,46,5,8989540,139,243348000,71100900,1845370000
2,0,17,148,3,260,25253100000,52413,2,48,397,759,2089,13,0.503778,2,0,33,52415,8825,7,0.15,46,17,8251320,149,267943000,71107200,1847460000
2,0,15,158,3,254,25251800000,52810,2,50,417,3162,2086,13,0.719424,2,0,35,52812,8825,7,0.05,56,19,8639920,149,195158000,71108700,1850610000
2,0,18,168,3,254,25250500000,53227,2,53,434,2612,2081,13,0.921659,2,0,39,53229,8825,7,0.16,56,20,9371440,136,252415000,71110600,1853620000
2,0,23,178,4,282,25249000000,53661,2,57,381,3362,2124,13,1.83727,2,0,41,53663,8825,7,0.2,56,26,8746980,164,294069000,71113500,1857230000
2,0,17,188,3,279,25247800000,54042,2,64,386,3807,2131,13,2.33161,2,0,51,54044,8825,7,0.45,56,21,9272380,164,205027000,71114400,1859400000
2,0,15,198,3,253,25246500000,54428,2,73,394,2357,2171,13,2.53807,2,0,59,54430,8825,7,0.17,56,20,9117020,141,314487000,71118100,1859420000
2,0,16,200,3,252,25245500000,54822,2,83,431,1720,2153,13,1.16009,2,0,68,54824,8825,7,0.23,56,17,9234640,136,209042000,71118100,1860390000
2,0,9,200,2,250,25244700000,55253,2,88,434,3083,2146,13,1.6129,2,0,72,55255,8825,7,0.37,56,15,8868000,134,293123000,71118100,1859960000
2,0,8,200,2,263,25243900000,55687,2,95,413,1644,2139,14,0.968523,2,0,78,55689,8825,7,0.26,56,11,9121840,156,244909000,71118100,1860590000
2,0,9,200,2,266,25243300000,56100,2,99,431,923,2125,14,1.62413,2,0,83,56102,8825,7,0.13,56,12,8685640,156,283459000,71118600,1861350000
2,0,3,200,2,267,25242800000,56531,2,106,365,2094,2113,14,1.91781,2,0,92,56533,8825,7,0.16,59,4,8256100,167,275173000,71118600,1860890000
2,0,8,200,3,286,25242300000,56896,2,113,396,1405,2082,15,2.77778,2,0,98,56898,8825,7,0.22,61,9,8242030,168,256431000,71248400,1846010000
2,0,2,200,2,270,25241800000,57292,2,124,450,939,2067,15,2.22222,2,0,111,57294,8825,7,0.25,61,4,8976280,168,272569000,71248400,1847120000
2,0,5,200,2,261,25241300000,57742,2,134,428,665,2062,16,1.86916,2,0,118,57744,8825,7,0.29,61,8,8136280,139,260584000,71248400,1846310000
2,0,6,200,2,244,25240900000,58170,2,142,405,1134,2039,16,2.22222,2,0,128,58172,8825,7,0.14,61,9,8704410,139,230732000,71248400,1846760000
2,0,11,200,2,258,25240500000,58575,2,151,404,839,2024,17,1.9802,2,0,132,58577,8825,7,0.16,61,11,8942030,139,200904000,71248400,1847510000
2,0,7,200,2,258,25240100000,58979,2,159,415,1051,2005,17,3.61446,2,0,142,58981,8825,7,0.18,61,10,8450740,141,323757000,71248400,1849130000
3,0,8,200,2,251,25239700000,59394,2,174,392,1094,2002,18,2.80612,2,0,156,59396,8825,7,0.34,61,11,8830480,141,305661000,71249100,1850000000
3,0,7,200,2,238,25239200000,59786,2,185,417,1475,1992,18,4.55635,2,0,167,59788,8825,7,0.34,61,11,8920220,139,292326000,71263500,1845890000
3,0,7,200,2,245,25238800000,60203,2,204,384,1219,1939,19,3.38542,2,0,187,60205,8825,7,0.41,61,8,8701800,147,292871000,71263500,1846250000
3,0,1,200,2,258,25238300000,60587,2,217,385,1269,1889,19,2.5974,2,0,199,60589,8825,7,0.42,61,6,8431600,149,299546000,71263500,1846760000
3,0,1,200,2,250,25238000000,60972,2,227,361,689,1834,18,1.10803,2,0,205,60974,8825,7,0.22,61,2,8057640,149,291993000,71263500,1846600000
3,0,2,200,2,255,25237400000,61333,2,231,452,943,1784,18,1.99115,2,0,212,61335,8825,7,0.36,61,6,8929350,153,212846000,71264100,1848030000
3,0,9,200,2,271,25237000000,61785,2,240,338,1002,1710,18,2.36686,2,0,223,61787,8825,7,0.17,61,10,8846360,153,316153000,71264100,1849510000
3,0,9,200,2,248,25236700000,62123,2,248,373,1150,1630,19,3.21716,2,0,230,62125,8825,7,0.43,61,11,8941620,141,278851000,71269500,1849070000
3,0,10,200,2,271,25236200000,62496,2,260,361,1070,1597,19,2.77008,2,0,239,62498,8825,7,0.19,61,10,8768280,151,291078000,71282100,1850250000
3,2,17,200,2,272,25235900000,62857,2,270,364,1426,1530,19,4.94506,2,0,252,62859,8825,7,0.15,61,19,8577740,151,266434000,71283800,1849110000
3,0,2,200,2,231,25235400000,63221,2,288,332,1698,1487,19,5.42169,2,0,268,63223,8825,7,0.28,61,3,8462440,153,262606000,71284100,1849260000
3,0,6,200,2,254,25235000000,63553,2,306,420,1091,1435,18,3.33333,2,0,289,63555,8825,7,0.13,61,7,9055910,153,280459000,71284100,1850920000
3,0,7,200,2,263,25234600000,63973,2,320,380,771,1369,18,1.84211,2,0,299,63975,8825,7,0.08,61,8,8747550,150,258944000,71284100,1851190000
3,0,5,200,2,262,25234200000,64353,2,327,408,837,1321,18,1.96078,2,0,308,64355,8825,7,0.17,61,6,8807890,150,259054000,71295100,1852460000
3,1,7,200,2,258,25233700000,64761,2,335,440,754,1268,18,1.81818,2,0,315,64763,8825,7,0.16,61,11,8723290,150,252777000,71295100,1853440000
3,0,3,200,2,236,25233200000,65201,2,343,409,895,1240,17,1.71149,2,0,322,65203,8825,7,0.09,61,4,9043030,136,264238000,71295100,1854630000
3,0,2,200,2,253,25232800000,65610,2,350,420,603,1179,17,2.14286,2,0,324,65612,8825,7,0.2,61,3,8504690,155,247438000,71295700,1857560000
3,0,8,200,2,291,25232400000,66030,2,359,416,352,1126,17,0.961538,2,0,339,66032,8825,7,0.2,61,9,8373510,163,223227000,71295700,1859150000
3,0,1,200,2,248,25232000000,66446,2,363,389,741,1066,16,2.31362,2,0,341,66448,8825,7,0.32,61,1,8036420,163,317186000,71295700,1858640000
3,0,2,200,2,263,25231600000,66835,2,373,453,396,1025,16,1.3245,2,0,349,66837,8825,7,0.15,61,3,8276460,163,299355000,71295700,1859210000
3,0,0,200,2,249,25231200000,67288,2,378,409,730,1004,16,2.20049,2,0,355,67290,8825,7,0.19,61,1,8519750,165,282087000,71295700,1860040000
3,0,3,200,2,272,25230600000,67697,2,387,472,543,956,15,2.9661,2,0,366,67699,8825,7,0.38,61,3,9194370,169,326311000,71295700,1861870000
4,0,1,200,2,251,25230000000,68169,2,401,435,302,942,15,1.6092,2,0,375,68171,8825,7,0.55,61,1,8310080,169,338413000,71295700,1842890000
4,0,1,200,2,294,25229400000,68604,2,409,493,472,934,15,2.0284,2,0,381,68606,8825,7,0.44,61,1,8980750,177,226188000,71295700,1844520000
4,0,2,200,3,293,25228800000,69097,2,418,499,212,957,14,0.200401,2,0,381,69099,8825,7,0.22,61,2,8535680,177,300192000,71295700,1849060000
4,0,2,200,3,261,25228100000,69596,2,419,469,279,984,14,0.852878,2,0,382,69598,8825,7,0.29,61,2,8798490,161,272094000,71295700,1850970000
4,0,6,200,3,324,25227400000,70065,2,423,446,204,1015,14,0.44843,2,0,382,70067,8825,7,0.3,61,6,8311460,191,269206000,71295700,1853590000
4,0,3,200,3,301,25226600000,70511,2,425,480,512,1018,13,1.04167,2,0,382,70513,8825,7,0.14,61,3,8474150,191,326238000,71295700,1841590000
4,0,3,200,3,322,25226000000,70991,2,430,461,499,1043,13,1.30152,2,0,384,70993,8825,7,0.3,61,3,8053510,191,276837000,71295700,1861080000
4,0,4,200,3,283,25225100000,71452,2,436,485,309,1068,14,0.206186,2,0,388,71454,8825,7,0.3,61,4,8461140,179,272138000,71295900,1849890000
4,0,2,200,2,294,25224400000,71937,2,437,452,454,1094,13,0.884956,2,0,391,71939,8825,8,1.12,61,2,8110420,198,344846000,71295900,1858250000
4,0,2,200,3,311,25223600000,72389,2,441,518,285,1135,13,1.73745,2,0,390,72391,8825,7,0.48,61,4,8638460,198,226946000,71295900,1861250000
4,0,3,200,3,295,25222900000,72907,2,450,501,385,1165,13,0.798403,2,0,391,72909,8825,7,0.33,61,3,8641140,191,322562000,71295900,1851680000
4,0,1,200,2,304,25222100000,73408,2,454,386,500,1176,13,2.33161,2,0,395,73410,8825,7,0.29,62,1,6843510,220,294037000,71296700,1853900000
4,0,3,200,2,330,25221300000,73794,2,463,402,344,1193,13,3.73134,2,0,398,73796,8825,7,0.2,63,3,7359690,239,241340000,71296700,1842750000
4,0,3,200,2,355,25220500000,74196,2,478,375,188,1185,13,3.73333,2,0,399,74198,8825,7,0.11,63,3,7326270,239,334618000,71296700,1858240000
4,0,4,200,2,427,25219900000,74571,2,492,275,718,1194,13,2.54545,2,0,398,74573,8825,7,0.26,71,4,4965710,280,267388000,71297100,1849790000
4,0,6,200,4,389,25219000000,74846,2,499,552,129,1242,13,0.362319,2,0,417,74848,8825,7,0.33,71,6,8550080,280,323991000,71297100,1855560000
4,0,3,200,3,407,25218200000,75398,2,501,473,698,1272,13,0.211416,2,0,422,75400,8825,7,0.15,71,4,8200840,280,335286000,71297100,1860910000
4,0,3,200,2,394,25217400000,75871,2,502,399,499,1301,13,3.50877,2,0,422,75873,8825,7,0.22,71,4,6875650,280,303318000,71302500,1849910000
4,0,3,200,3,426,25216400000,76270,2,516,419,230,1331,13,3.10263,2,0,424,76272,8825,8,0.19,71,3,7654020,282,315581000,71304000,1853040000
4,0,0,200,2,386,25215900000,76689,2,529,218,449,1340,13,4.58716,2,0,426,76691,8825,7,0.68,71,0,4299500,282,255157000,71304700,1854750000
4,0,127,200,1,467,25215600000,76907,2,539,105,3583,1317,13,12.381,2,0,427,76909,8826,7,0.25,147,127,1448040,283,319926000,71312900,1854210000
4,0,200,200,1,592,25215400000,77012,2,552,79,5092,1301,14,1.26582,2,0,431,77014,8826,7,0.09,219,200,1205840,283,368463000,71312900,1855300000
4,0,200,200,1,932,25215200000,77208,2,556,58,90390,1223,15,3.44828,2,0,431,77210,8826,7,0.52,219,200,976462,283,373872000,71312900,1851240000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,200,200,0,1576,25214900000,77472,2,564,29,15381,1081,19,0,2,0,434,77474,8826,7,0.03,219,200,510574,283,309997000,71313000,1859450000
4,0,30,200,5,370,25205500000,77501,2,564,1139,82660,1107,19,92.6251,2,0,434,77503,8826,7,0.01,219,30,13426900,283,303832000,71315100,1858850000
5,0,134,200,1,477,25205400000,78640,2,1619,41,2174,1064,19,0,2,0,1156,78642,8826,7,0.04,183,134,575441,283,338762000,71315100,1854270000
5,0,200,200,1,858,25205200000,78760,2,1620,38,76042,939,20,0,2,0,1156,78762,8826,7,0.05,219,200,600936,283,321316000,71315200,1836090000
5,0,199,200,1,1628,25204900000,78907,2,1621,9,72754,650,22,11.1111,2,0,1154,78909,8826,7,0.19,219,200,115107,283,356547000,71317200,1844280000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,27,200,5,1013,25197600000,78916,2,1622,877,133475,650,20,91.2201,2,0,1154,78918,8826,7,0.07,219,200,8362760,283,422791000,71413700,1859530000
5,0,81,200,4,421,25192000000,79793,2,2783,653,2525,644,19,92.0368,2,0,1939,79795,8826,7,0.95,219,81,10314100,283,437712000,71414800,1843930000
5,0,184,200,1,524,25191900000,80446,2,3023,36,21149,603,19,0,2,0,2515,80448,8826,7,0.38,214,184,566723,283,343872000,71414800,1839230000
5,0,200,200,0,1180,25191600000,80599,2,3024,24,7743,317,15,4.16667,2,0,2516,80601,8826,7,0.14,219,200,375454,283,352484000,71414800,1817330000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,199,200,1,1675,25191500000,80706,2,3027,28,33515,271,16,7.14286,2,0,2517,80708,8826,7,0,219,200,440164,283,336854000,71417400,1824380000
5,0,8,200,7,361,25180900000,80734,2,3029,1301,92863,314,14,93.6972,2,0,2518,80736,8825,7,0.56,219,9,14752400,283,224145000,71449000,1850930000
5,0,95,200,1,435,25180100000,82035,2,4248,128,2781,336,13,58.5938,2,0,3686,82037,8825,7,0.41,219,95,1824930,283,246863000,71449000,1852280000
5,0,199,200,1,679,25180000000,82206,2,4323,34,21302,335,14,2.94118,2,0,3766,82208,8825,7,0.05,219,200,501091,283,313830000,71456900,1825140000
5,0,200,200,1,1176,25179800000,82335,2,4327,34,50235,303,15,2.94118,2,0,3771,82337,8825,7,0,219,200,627260,283,300293000,71457800,1830250000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,198,200,1,1686,25179700000,82465,2,4331,39,269802,276,16,5.12821,2,0,3777,82467,8825,7,0,219,200,582066,283,292539000,71458700,1837850000
5,0,3,200,6,344,25169100000,82504,2,4333,1317,72735,331,13,93.47,2,0,3779,82506,8825,7,1.62,219,3,14854600,283,322642000,71458700,1851490000
5,0,146,200,1,491,25169000000,83821,2,5564,45,1587,341,14,0,2,0,5011,83823,8825,7,0.72,206,146,668937,283,370816000,71458700,1848890000
5,0,200,200,1,869,25168800000,83919,2,5564,32,63761,340,16,0,2,0,5015,83921,8825,7,0.04,219,200,484361,283,328251000,71458700,1827630000
5,0,200,200,0,1610,25168600000,84089,2,5568,21,13350,247,15,0,2,0,5015,84091,8825,7,0,219,200,328582,283,367358000,71458700,1836540000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,199,200,3,995,25163400000,84110,2,5568,655,160031,272,14,92.6718,2,0,5014,84112,8825,7,0,219,200,7393510,283,323907000,71468300,1849020000
5,0,38,200,4,379,25156400000,84765,2,6175,888,5384,330,13,91.1036,2,0,5623,84767,8825,7,0,219,39,10161100,283,274095000,71468300,1855570000
5,0,172,200,1,512,25156200000,85653,2,6984,28,26130,335,13,0,2,0,6423,85655,8825,7,0.03,192,172,592857,283,312192000,71468300,1842060000
5,0,200,200,1,1025,25156100000,85768,2,6986,30,175090,345,16,3.33333,2,0,6430,85770,8825,7,0,219,200,576814,283,299809000,71468300,1830670000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,199,200,0,1660,25155900000,85911,2,6991,28,385326,268,15,3.57143,2,0,6433,85913,8825,7,0,219,200,464224,283,319726000,71468300,1837390000
5,0,181,200,5,527,25147300000,85939,2,6992,1078,60089,304,14,94.3414,2,0,6435,85941,8825,7,1.47,219,183,11948100,283,352466000,71468800,1859690000
5,0,93,200,2,433,25144600000,87017,2,8009,343,8309,326,13,85.7143,2,0,7424,87019,8825,7,0.61,219,93,4206530,283,343072000,71468800,1852850000
5,0,197,200,1,538,25144500000,87360,2,8303,35,10918,332,14,0,2,0,7719,87362,8825,7,0.26,217,197,704936,283,386382000,71468800,1832600000
5,0,197,200,1,1187,25144300000,87509,2,8305,33,128733,295,15,9.09091,2,0,7688,87511,8825,7,0.07,219,200,497652,283,401351000,71468800,1832310000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,199,200,1,1690,25144100000,87621,2,8316,29,186875,270,16,6.89655,2,0,7706,87623,8825,7,0.05,219,200,560026,283,389017000,71468800,1838210000
5,0,0,200,7,341,25133300000,87650,2,8318,1324,72700,357,12,92.0695,2,0,7708,87652,8825,7,0.05,219,1,15633100,283,210453000,71327100,1840590000
5,0,109,200,1,449,25132800000,88974,2,9544,86,1783,369,12,44.186,2,0,8936,88976,8825,7,0.05,209,109,1393800,283,309026000,71327100,1840180000
5,0,200,200,0,710,25132600000,89093,2,9575,33,22291,381,13,0,2,0,8963,89095,8825,7,0.21,219,200,558625,283,251004000,71327100,1815420000
