HTTP_SYSTEM_ERROR,activeThreads,clients,cpu,fileDescriptors,free_disk_space,gc,http2xxNum,http4xxNum,http5xxNum,httpHitsRate,httpMeanTimes,httpSessions,httpSessionsMeanAge,httpSystemErrors,http_Cpu_Time_Sum,http_Error_Hits,http_Gobal_Hits,loadedClassesCount,runningThreads,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesSent,usedConnections,usedMemory,usedNonHeapMemory,usedPhysicalMemorySize
5,3,191,3,193,24155900000,0,86650,8,4584,312,1771,1750,14,2.24359,3,3999,86658,8334,7,0.18,57,3,7779620,99,126492000,62813700,1671970000
5,6,196,3,195,24155100000,0,86962,8,4591,459,1208,1768,14,1.08932,3,3993,86970,8334,7,0.06,57,8,8976370,100,137952000,62815700,1673760000
5,7,196,4,202,24154100000,0,87421,8,4596,389,1198,1771,14,1.28535,3,4007,87429,8334,7,0.12,57,8,8389920,100,141152000,62822900,1687630000
5,4,201,3,208,24153400000,0,87810,8,4601,455,953,1776,15,1.75824,3,4009,87818,8334,7,0.05,57,5,8935090,100,119776000,62814400,1690120000
5,3,201,3,219,24152600000,0,88265,8,4609,441,1060,1764,15,2.04082,3,4023,88273,8334,7,0.51,57,5,8393430,117,114987000,62814400,1695900000
5,4,206,3,229,24152100000,0,88706,8,4618,412,459,1731,15,1.45631,3,4035,88714,8334,7,0.69,57,4,8387820,117,128979000,62814400,1695550000
5,7,206,3,215,24151000000,0,89118,8,4624,389,504,1710,15,1.54242,3,4035,89126,8334,7,0.49,57,8,8399590,117,145611000,62815100,1696430000
5,1,211,2,262,24150400000,0,89507,8,4630,285,1292,1676,15,2.45614,3,4036,89515,8334,7,0.35,57,1,6688380,133,136807000,62833900,1696400000
5,7,211,3,233,24149600000,0,89792,8,4637,475,427,1682,15,2.73684,3,4045,89800,8334,7,0.4,66,10,8549540,133,145257000,62801900,1702460000
5,8,216,3,253,24148800000,0,90267,8,4650,435,1060,1668,15,1.37931,3,4062,90275,8334,7,0.31,66,9,8694880,134,129692000,62802100,1704660000
5,7,216,3,251,24147900000,0,90702,8,4656,418,1086,1669,15,0.956938,3,4066,90710,8334,7,0.19,66,8,8445010,134,123049000,62802700,1705800000
5,2,221,2,239,24147300000,0,91120,8,4660,354,1295,1641,15,1.69492,3,4072,91128,8334,7,0.07,66,3,7834670,141,148878000,62803700,1707650000
5,200,266,0,3353,24146500000,0,91754,8,4693,14,170001,607,24,0,3,4145,91762,8338,7,0.03,218,200,216970,152,203914000,63015000,1844910000
